	text_id	text	label	label_id
2556	2557	pretty wonderful world motorcycle buy friend kind bag bag gas tank cost hold advice ride love	rec.motorcycles	19
2557	2558	single datum point draw line computer science late model father demonstrate fall door seal problem	rec.autos	4
2558	2559	follow feed post number item activity update follow status base information provide station team provide status report space station day long meeting hold facility topic cover include mission goal statement space station science technology engineering research process design approach discussion management option operation concept hold design team present option study option present option team work define station meet cost goal identify power human presence team define minimum capability achieve total cost capability budget level option current freedom hardware cost effective exist system bus power station capability achieve flight freedom provide shuttle mission power station assume human capability provide addition common add port day mission station assume operation mode study option freedom derive present status option activity detail freedom derive option initial research capability human capability human presence capability fault finally human capability propose system change program minor change communication system health care system major change data management system initial research capability achieve flight degree flight degree consist combination provide power human tend capability achieve flight add lab human presence capability achieve flight provide assure return fault achieve flight build section set control system freedom derive configuration achieve international complete state flight flight bring assure return vehicle complete human capability international eliminate hardware meet freedom derive option major occur area include program management hardware early operation cost option launch core present option single launch core station concept shuttle external tank solid rocket launch station orbit shuttle main engine mount station launch foot foot long provide foot volume separate connect port locate place place international element fix produce power fly solar attitude comment design establish option option begin meeting russian arrive russian space expert arrive member russian team begin group include russian team include representative problem russian team control life support system system operation russian capability russian capability system part space station management operation review continue work continue management group work develop family option solve current problem build development operation management option develop include lead center center chain command host center program manager report directly associate work program office small locate hand pick program office combine space station shuttle space station element current program major current organization current contract distribution maintain operation group build work operation team lead begin review operation conclude result significant cost part work operation group identify team agency expert develop design area operation ground operation week ahead design support team provide status option station team point design begin cost week team begin prepare round discussion hold step step station team activity team submit space station analysis continue serve special accept request reduce key key date carry schedule design option cost design support team present select option status report report final report	sci.space	18
2559	2560	people lose perspective case violence perspective thousand kind local agency child read kid spend spring break city area hundred work clean mess local high school play recently school performance kid pick tree walk kid sell stuff benefit organization belong buy bar good medium pick wonderful place work hard school good college work make real society human time life mother people buy medium kind world today happen society	rec.autos	4
2560	2561	clue type concept cool clue type stuff mention type scheme advanced	sci.electronics	8
2561	2562	couple day ago hear radio set member inform accord radio man encryption reduce risk information fun	sci.crypt	12
2562	2563	power lay collect taxis duty pay provide common defense general amount exercise power common defense general strong proof give writer definition power find constitution general cite author color color object general term immediately follow separate long natural common general phrase explain	talk.politics.misc	6
2563	2564	thing watch hold connection handle make phone set push position make process convert number interesting task problem connect foreign phone german phone system illegal	sci.electronics	8
2564	2565	feeling eat ride weekend carry ride back feel ride feeling strange thing eat point weekend ride full feeling home	rec.motorcycles	19
2565	2566	patient crash wall card give time full time steal year hit clean	rec.sport.baseball	10
2566	2567	write scripture reader suggest write private opinion writer reply sit turn imply subject private interpretation reader understand sense statement subject private interpretation reliable lose war simply interpret win fact fact sense statement subject private interpretation depend brain decide statement occur writing decide good fact fact	soc.religion.christian	2
2567	2568	work cut tool good change oil engine watch driver win pass case oil sale case decide clean area transmission bike find remove engine transmission arm impossible clean wear locate	rec.motorcycles	19
2568	2569	require set color vga color give color email	comp.graphics	15
2569	2570	time year good back leave part brother fun remember	soc.religion.christian	2
2570	2571	driver net thought finally meg board show color program fault program wrong card free driver net make board compatible	comp.graphics	15
2571	2572	speech deliver technology child grow age energy computer flight moon parent decade lose generation live past begin listen past generation live history hear week ago team listen team work struggle build nation story dollar seat space launch vehicle past great time remain find hard good space idea wrong continue event proof parent listen story catch learn mistake part history history great engineer great age space build today successful launch vehicle form launch vehicle single stage rocket build advocate idea simple great show build convince work side component place important remind engineering principle learn generation generation build build test pass people start program start didn start build test sell make money move step didn decade put road year build year show low cost single stage real end cold war short year team today year show war end launch series satellite experiment year signal end make decision side importance work bring international relationship team put place expansion generation make space access routine build fly machine year summer true rocket ship land earth time surely build year rocket space nation make money spend year build fully single stage orbit system space reality rocket cold war wonderful product russian effort power step star final answer extra dollar year jump immediately full system fail show year case rocket short cut expect world time mind task hand	sci.space	18
2572	2573	morning fast engine drop back normal stick fix problem problem time time sound engine fast pull stop light suggestion	rec.autos	4
2573	2574	budget year year back nice item fast email top head international magazine issue year pound surface add accept give number date address	sci.space	18
2574	2575	big pack ice thing big load draft draft pair balance couple decide wear wear eternal	alt.atheism	17
2575	2576	find program stop boot disk exist find find duty	comp.sys.mac.hardware	13
2576	2577	jewish correct accord wrong jewish major league	rec.sport.baseball	10
2577	2578	require sort safety class driver license require question drive car block crash don require license drive public road license private property state require registration car public road tax purpose state require make requirement public road car sit require insurance point significant difference make rule public property make rule half trust similar thing local country abuse case safety class fund hold year limited number registration list gun owner theory support plane number show problem simply person reasonable suggestion abuse	talk.politics.guns	11
2578	2579	kind soul change serial port size change lose mail address assume relevant resource resource correct resource receive play bit serial port port stat maximum byte increase hardware text datum pretty fast monitor byte make sense	comp.sys.mac.hardware	13
2579	2580	fine point entire discussion start argument idea homosexuality fairly century support century homosexuality acceptable scripture doesn work	soc.religion.christian	2
2580	2581	child feed fault plenty food table give earth manage good job suffer child receive peace	talk.religion.misc	3
2581	2582	space proposal put orbit money short orbit earth make place law place light complaint attempt find reason orbit people don feel complain ground thing regular orbit respect space throw side road	sci.space	18
2582	2583	put place end drug ring chip express remind large money legitimate provide channel hit health good case obvious step buy free work tough	sci.crypt	12
2583	2584	account anti armenian human violation current event driver fact aren leave burn beat bear build day event business trip paper work leave region start effect specifically place start live beat woman live demonstrate feel conversation local population site attack couple time kid true guy cable feel bad call home child careful project site wouldn happen matter police warn happen fact detail local people protect happen man leave minute work time spend night sense call home wife situation careful finish job site leave thing morning leave guy warn shouldn armenian business travel document hide hide set guy bus sit sit front collect travel document case turn happen arrive bus station city close city close bus aren run bus leave minute suddenly bus private driver man find find light vehicle driver give burn city kill armenian leave hold stand car set driver fact aren leave burn beat odd mile driver man armenian call man depend person life world year call man approach city tank store driver start wave hand wave hand start wave hand sit start wave hand realize sign city people walk middle street traffic stop car people stand stone stop driver armenian armenian speak language word correct armenian immediately start car people start hit side light fire didn people car car driver drive back stop car short guy eye hand stone guy pull thing armenian man leave turn leave happen city fire steal child home stop store large story building beginning town burn completely burn metal remain figure people completely remain trace driver car car store military people throw piece hear shot automatic fire true shot shot shoot apparently kill soldier machine gun point tank city walk home people walk home join case happen case question position answer avoid large group local quickly recognize distance walk people walk block block walk people guy people walk armenian begin police talk walk turn building notice walk building people stand corner middle building edge close afraid important thing home find child alive account edit forward publish page	talk.politics.mideast	7
2584	2585	full playoff schedule result home team cap red wing win devil note series report win series original schedule game wasn suppose	rec.sport.hockey	9
2585	2586	bunch weight build model hang work pretty	sci.electronics	8
2586	2587	collect real time record tape collect orbit real data loss moon block transmission short	sci.space	18
2587	2588	version run machine day message open window run program open window error open connection window server server package greatly suggestion solve problem	comp.windows.x	1
2588	2589	term motif application system program record event output test procedure run time interested product unix project separate project	comp.windows.x	1
2589	2590	recently switch drive problem read write correctly boot check setting set seek boot boot order system file message put disk system disk drive didn work system disk drive happen power memory test light light follow short light light happen light disk activity kind screen suggestion advance	comp.sys.ibm.pc.hardware	14
2590	2591	man mouse problem similar problem mouse occur window nature mouse system compatible mouse meg video card experience similar strange font trace leave screen window error	comp.os.ms-windows.misc	16
2591	2592	proof school student accept bear reference doctrine curious result human hold responsible action answer deal minute doesn continue die account couple verse support opinion spread save save realize doctrine originally intend social problem end suppose sort sign lot child success work good life earth hell sound opposite idea great life earth responsibility die die direct live strange sin sort half area doctrine stuff delete stop innocent support war involve disagree foreign general case excuse involve war action peace war justify idea idea establish peace stop suggest understand war jump opportunity happen big country lot resource lot give responsibility world difference opinion answer hope comment flame interest	soc.religion.christian	2
2592	2593	quote find real effective point notice quote recent buy clue man north	talk.politics.mideast	7
2593	2594	start long time conclusion difference member body meet member group call observation suggest response make sense true religion difference member group people call christian social group tend make important requirement belong religion find describe holy text religion interpret similar core religion philosophy great secret core prefer state front confuse reader newsgroup order base member time member necessarily good response true group call associate hear relation western group hear admit bias live trust class present impression positive impression negative imho response slightly meet couple friend story hear contact give hope receive kind people involve relationship religion deep pain hope curious order claim response address order call require member definition wrong phrase response btw read letter mail free charge response address phone number group	talk.religion.misc	3
2594	2595	interested find involve process pair black white obtain surface prefer processing interested hear software hardware type image processing email post graphic response	comp.graphics	15
2595	2596	authority people evil thing people follow order kill large number authority start thing question situation press shut fill water reasonable authority give understand listen authority answer interested question pressure follow order read study good book result	soc.religion.christian	2
2596	2597	follow sale trade ball follow sale trade play action system trade fine cheer net hear email	misc.forsale	0
2597	2598	watch attempt change oil ride feed year back pretty funny site surely folk thing hard	rec.motorcycles	19
2598	2599	network sun workstation run sun modify run image effectively turn manage display machine thing work fine instal weekend find client window manager eventually user sit machine actual processing control keyboard screen department kind day fault current theory sun version run multiple copy machine happen user run run server prior experience sort behavior shoot obvious hole theory obvious idea solve idea greatly	comp.windows.x	1
2599	2600	recent information work short description publish resource bit depth	comp.windows.x	1
2600	2601	word show period character space editor space text character display large box character side useless character period character show display tend confirm edit font change font graphic character make difference font output paragraph font graphic display character space period character character display	comp.os.ms-windows.misc	16
2601	2602	style title window manager window visible time window aren window case familiar title picture figure title title title window hide window body title window window figure title window easy access insist virtual problem title location order change edit file window manager time implement leave center function copy idea button change title body window window title body window window good put official hear post description explanation good thing hope read case clear good thing back figure picture window move top window window title hide window title hit result title title title body window window top rest posting explain implement base copy post full long key add follow line routine shape case leave leave context return true win info leave similarly center define add order function add follow file button door year ago post news break source volume issue achieve similar effect style wide title style window manager	comp.windows.x	1
2602	2603	thing find belief belief bring christian father mother father mother personal fall line lot recognize quality force provide sense balance find lack lack responsible lot world treat	soc.religion.christian	2
2603	2604	start seek mount public pressure news home state news release warn project fund pass project mention bill part list fund community development block grant end hear bunch item list order bill list order support bill guy thing	talk.politics.misc	6
2604	2605	easy troop exist policy wrong policy make responsible consequence policy big problem country force force home	talk.politics.mideast	7
2605	2606	parallel good source book light read early practice parallel modern couple reason exact original ancient time stuff bit piece spread bit piece modern day literature american teach	soc.religion.christian	2
2606	2607	forget generate paper mail mail write letter write turn write paper job hook cool internet	sci.crypt	12
2607	2608	judge posting read usenet conference run dark	talk.religion.misc	3
2608	2609	lot sale price single note single include extra cost buy lot work deal shipping cost type group title boy man music change faith seal begin music make good stuff violence summer run back seal seal kill change dead alive fan flame fine young black great box mix good	misc.forsale	0
2609	2610	faq check list find problem monitor problem character application display input field reverse video text lose edge input field solution set line block find source lose input focus block force default configuration reply email	comp.windows.x	1
2610	2611	run month generally improvement multiple boot configuration great command nice work fine slow large datum transfer fast small morning work research paper program disk window machine finish find window directory directory afford problem return	comp.os.ms-windows.misc	16
2611	2612	magazine review personal management article manage money email copy article find library manage money year friend impression account manager manage money completely manage feature manage money share ability record account check charge account statement record program ability make budget track budget bill pay service pay bill modem ability print check printer ability record set automatic ability stock account date manage money automatically modem ability export tax information popular tax program feature manage money tax account budget predict tax year fine due early insurance record place record insurance policy record life analysis compound interest effect term interest account day date schedule function decide afford home property good buy flow situation plan kid net worth place record net worth information record automatically include include small word processor card file store address phone number information friend associate list list list place record phone call track thing list make display automatically start program thing list doesn list wrong flame thing manage money version software work version manage money release late year	comp.os.ms-windows.misc	16
2612	2613	buy bad good experience model feel sound nice vehicle price canadian	rec.autos	4
2613	2614	check restrict find book regard scripture pass answer open kind issue deal question point involve quote don love command christian young brother direction call find command discover feel failure reader set point religion read text hold model effort find application situation practice range reading scripture word high pitch lead question find scripture act absolute action problem find command set major direction command christian tradition reject tradition primary deny tradition favor witness scripture question deal find scripture turn hard question turn discussion authority tradition admit claim scripture reason tradition equal earlier read give love place give context comment mode reader body mode greek case command direct wide circle judge point mention dead expect follow case mention true imply word operate bind original command continue christian community point speak command clear notion call love command direct call attention command apply specific context statement context read scripture make sense text general problem read text read understanding language read translate text original context point original language follow general problem read scripture control true current purpose address issue arise understanding year text world live question level introduce issue find read text original reason general instruction link great limit love associate read learn love fact context quote hate common human pain love extend people expand context love love suggest strongly limit mind short lead actual text command force object limit christian case mark send close hand context specific turn step territory enter town parallel specific final make hard previous prevent make call attention justify text case cite reader feel close hand contrary instruction end earth sense accept surely spread text general present gospel specific necessarily object kind insist people make understanding reason length scripture assumption involve people good justify assumption reference scripture simply add mix move great love heart mind soul equivalent present text context cite hear put question master great law obvious accept answer answer account answer positive light version important point word context animal forget lawyer question good pain draw account bind reasonable conclusion case point gear cycle conclusion command understanding point gospel account application context curious note command good intent give rule meaning law hear generation make reasonable text support read text kind relationship current theory call discussion apply community circle christian apply conclusion disagree conclusion point conclusion depend chain simply present text problem hard case mark pretty clear man wife guilty escape case clear day practice thing people command clear disagree tradition continue water start find scripture exercise inform assumption bias identify generally accept difficulty start surface difficulty discuss topic strike difficulty evidence people find condemn spend time write couple legal demand law refuse refuse place church doesn enter consideration general matter concern liberal church circle liberal liberal recommend couple approach private judge public official role interpret command face church effectively create	talk.religion.misc	3
2614	2615	part point problem situation stuff root drug purpose carry idea benefit additional effect drug potential effect risk assume party involve give situation risk show case long clear effect long period time test present day standard market long term effect imho	sci.med	5
2615	2616	put good word work problem work load special driver installation detect btw fast	comp.sys.ibm.pc.hardware	14
2616	2617	discussion experiment run forward suck energy earth field slow shuttle run run shuttle faster mind electronic guy year ago write light run current time legal design combination turn basic unit plan bring communication system century article legal company eventually	sci.space	18
2617	2618	find interface follow data bit stop bit ability break detect output pin character receive win break detect	sci.electronics	8
2618	2619	quote stuff recently add point question dark definition moral natural good represent government church define citizen constitution provide bill legal derive country document court dark derive manner bill prevent launch world launch international law correct	sci.space	18
2619	2620	expect pen draft time game hockey	rec.sport.hockey	9
2620	2621	attention fan apparently understand joke send hate mail wrong send mail pen win expect intend lead send poster mail request didn	rec.sport.hockey	9
2621	2622	sick real approach stick chip middle easy	sci.electronics	8
2622	2623	happen background system hard drive run version window window program call disk live time hard drive work device driver detect read file wrong minor problem fully check hard drive bad end bad week happen program break warning recommend give message program fully load exit program process examine error screen pop period time back program execute exact error detect error happen remove memory program detect wrong number read attempt remove execute program read error detect quit program load run program error detect error detect fix load load error file file search random string word program completely read file hard drive detect error recommend idea hard drive file file affect originally post message system figure	comp.os.ms-windows.misc	16
2623	2624	wrong case suggest people disagree lot talk action position reason simple people die civil war jump worry people reach pen paper bunch net back people work system break examine history book find armed lead style government find year write history bad close work system presence possibility bullet box box suppose price abuse government remove make armed citizen great don call subject citizen idea people government day administration good call bill time power throw don don burn thing government bill ban tax register weapon hand subject box practice current administration top item connect work government throw learn target small group people single time win throw eventually liberty happen damage live war zone throw real damage give justice	sci.crypt	12
2624	2625	notice team charge nice bad hurt remind speak feel make trade ice decide apparently idea play check line dangerous bad front time notice zone single knock ice reply team penalty throw good hit night knock balance team big trouble goal stand head period provide forward win period guess finally couple time remind game start play home make save ignore goal team	rec.sport.hockey	9
2625	2626	agent good job check locate bike insurance	rec.motorcycles	19
2626	2627	note modem obvious reason top line product high price real line gather basically entry level modem doesn meet line fully drive recent modem upgrade future issue bit piece hear real answer post question modem find people work personally modem buy standard fact sit correct statement folk reliable answer modem question post modem post group answer good answer post complete folk correct avoid spread info low speed absolutely operate modem run operation top primary mode operation case support line ancient original question question standard modem modem question support period support standard modem support version standard support model run scheme talk talk scheme hope sentence relate part part standard feature unique chapter manual correctly put scheme doesn work speed direction operate direction low speed channel direction high speed channel direction high datum flow fine type letter screen info back transfer file penalty time high speed channel reverse direction meaning transfer full datum rate direction time absolutely completely topic correctly put line fast call complete large modem upgrade plan back upgrade small variety eventually upgrade support fast cost upgrade pretty put high buy modem include	comp.sys.ibm.pc.hardware	14
2627	2628	spend bit time constitution pick word meaning imply intent define word sufficient discuss relation death penalty constitution define word doesn	alt.atheism	17
2628	2629	faq make answer question year surrender	sci.med	5
2629	2630	point big hole fairly clear stuff board replace battery install battery	comp.sys.mac.hardware	13
2630	2631	sell excellent condition pass mark body contact	misc.forsale	0
2631	2632	cover picture board color trace box label center expose left board green reason put box cover manufacturer put low noise circuit odd bit wire metal attach make unit work properly commercial product make tough mind find circuit improve hold thing loss work interest mail street station capability mhz phone work interest mail street station capability mhz phone	sci.electronics	8
2632	2633	israeli civilian opinion village kind village claim village civilian claim fill terrorist claim shell village hope find terrorist kill fine bad civilian die write problem civilian manner claim civilian murder chance question general similar type respect civilian lot people post israeli kind define israeli recognize state kill action describe kill civilian doubt civilian kill show huge human standard standard kill question problem answer question murder justify murder feeling make similar statement eliminate wrong israeli soldier understand lot cheer show freedom fight wrong jewish control medium information victim medium	talk.politics.mideast	7
2633	2634	title character set font line character character set similar run text mode application point thing font include window regard	comp.os.ms-windows.misc	16
2634	2635	suppose time year leg human remember end career play late	rec.sport.baseball	10
2635	2636	parallel port standard include original parallel port experience standard parallel port original input direction tie select line circuit make modify trace jump proper location part group time copy	sci.electronics	8
2636	2637	penalty change male male fight proof male feeling penalty fall class penalty illegal contact player stick body stick game contact current throw game fine technical bad mouth player penalty shoot throw game penalty shoot technical team penalty period oppose team penalty shoot additional end period victim shot act work reason penalty shot thing follow player set penalty shoot network commercial finally penalty network happen rule goal score time period play announce network commercial score chance game week time life play slow fan thing free throw shoot period routine time game period average game minute minute minute hour reason plenty room throw commercial happen fairly imho watch road follow day	rec.sport.hockey	9
2637	2638	faq nice write build device connect supply generally accept method common lab equipment find answer question hell god ignore compare large eternal publish result bite problem	sci.med	5
2638	2639	people article net sound bite	sci.crypt	12
2639	2640	open control box car unit cheap exist unit	sci.electronics	8
2640	2641	note header library guess provide guide tool refer form language interface extend terminal interface edition back cover high level programming tool create form text frame set screen management library promote fast development application program window panel menu form shell package read text file produce screen display datum entry consist shell environment program database file section manual part manual section provide support multi window capability terminal control build top library	comp.graphics	15
2641	2642	imagine month kill suddenly tear gas building hole tank fire break run stay face check answer question	talk.politics.guns	11
2642	2643	owner owner title trade sell game buy store expensive spend game quality lot cross baseball star interested buy title interesting trade idea	misc.forsale	0
2643	2644	rid sell price guide condition	misc.forsale	0
2644	2645	hope flame give give receive return person post bad argument make pro christian people face present argument ignore fact true moment nice word original real word part argument claim follow thousand people thousand people follow lie time number follower good country close rule give life day follower people argument wrong	alt.atheism	17
2645	2646	subject buy manager find completely useless font install suppose convert font program find	comp.graphics	15
2646	2647	exact figure post figure range hear	comp.os.ms-windows.misc	16
2647	2648	give break batf action illegal violation warrant	talk.politics.misc	6
2648	2649	good season score goal assist point game point win join pen year playoff start good chance join pen season late news personal order match kind money receive leave spot open addition eliminate hope join team late stage recall leave spot open final	rec.sport.hockey	9
2649	2650	notice table run big plug wall question charge battery battery	rec.motorcycles	19
2650	2651	silly locate thing edit file tool convert locate program open window display file faq file archive show pretty picture locate suppose hard write idea start spec idea newsgroup version read display format	comp.windows.x	1
2651	2652	suggest doctor contact contact contact make cut change burn front make eye short laser doesn cut eye cut find vision clear thing clear night notice night spend amount time thing vision fully operate vision clear contact	sci.med	5
2652	2653	insurance company stupid law hit lot company doesn doesn immediately fault insurance company hell raise rate	rec.motorcycles	19
2653	2654	car gear car turn advance reply mail	rec.autos	4
2654	2655	initial statement hot air standard procedure throw image order add extra meaning post real point statement real possibility make happen legitimate worry action action	talk.politics.mideast	7
2655	2656	player international class average team top player play small quality european poor recent year north good player player place ship back	rec.sport.hockey	9
2656	2657	recently current version work model origin scientific technical graphic datum analysis package window model put message identical full version save origin file save data set produce origin date directory pub win origin file origin	comp.os.ms-windows.misc	16
2657	2658	wife inform car week week give result good car category top center term rear window roll car draw doesn case suppose sense open top car addition rear section top make car safe flame	rec.autos	4
2658	2659	sound call call build power pack main question lot power concerned long wave short wave cheap source check medical supply thing call check sign condition light type large power type eye introduce surface eye show difficult detect complete call normal light leave burn eye minute tear fun	sci.electronics	8
2659	2660	buy tech pay repair deal thing work fine low level format bad spot music start bad disk doctor mark fix minute day run hear work happen return active problem bad bad low level format problem return day buy afford window bit disk access create problem disk option trick controller select standard head fix problem	comp.sys.ibm.pc.hardware	14
2660	2661	question regard view homosexuality discussion group participate question view homosexuality	talk.religion.misc	3
2661	2662	sale trade combination motherboard monitor pretty build color support build serial parallel port stick make cheap terminal internal low disk drive external practical make offer suggest trade atheist	misc.forsale	0
2662	2663	computer input user idea post interested trouble color machine check file	comp.graphics	15
2663	2664	concept interesting interesting mention thought concept father child love love understand heart final measure perspective context heart final test specifically agree hell perspective hell pass fail basis heart heart method make relationship secure change yesterday today concern part test case speak love care child reality child big body father father good love test make doesn pass don place expert light home pray bring	soc.religion.christian	2
2664	2665	list mention handle size text support degree support standard font size entire effectively font size size draw compile option compile work color	comp.windows.x	1
2665	2666	high speed cost power effectively combination speed low power round wide variety device fast power bad clear choice high speed price generally good hate disagree fellow year back work project lot high speed stuff part slow parallel work fast serial stuff time power line board count time count supply guess stand push work avoid replace consequence fully understand	sci.electronics	8
2666	2667	regard collect datum edition technology space space vehicle common practice put space launch vehicle late side build satellite pay satellite launch pay public relation restriction organization involve launch put side money exchange put high side launch vehicle face camera public relation opinion note test vehicle side study potential space vehicle place large sign orbit shuttle study early put external tank side public relation display restrict firm participate flight involve fly organization paint put inside camera scan launch vehicle pay soviet foreign organization pay put launch company remember similarly soviet make pay game show item participate firm organization bar plug orbit launch visit firm start put pay launch vehicle launch put orbit pay side movie action usual participate pay put main mission rocket rocket orbit earth month concept display publish news magazine couple month ago side note talk charge idea create space agency form space program sell space violate agreement idea representative receive launch commercial launch receive program science time write describe man sell moon potential project develop implement real prior project place large orbit	sci.space	18
2667	2668	stat talk stat rape assault death represent great majority represent incident point	talk.politics.guns	11
2668	2669	experiment machine character line display display rest line line display condition check effect occur occur avoid terminal send reply	comp.windows.x	1
2669	2670	brain format location reply mail	comp.graphics	15
2670	2671	choose moment make stand moment maximum advantage government month moment maximum power convince give deal purchase price agreement player involve thing stupid term city pay price international surrender year hard hit government screw manage find lose hockey team continue case long term fact basically team team million dollar loss lack money job hockey writer season mail recently agree	rec.sport.hockey	9
2671	2672	price list thing brother move move offer black hand purchase player high speed tape tape lose sound bet purchase make include case purchase put head purchase speed bag brand speed year purchase extra wide case dry question contact mail reply include reasonable reasonable	misc.forsale	0
2672	2673	info expose idea vice stay blow	alt.atheism	17
2673	2674	pay attention source critical thinking source information lie theory base theory fact report medium government evidence fire set tape show fire set place fire give feed fire totally point visible watch tape fire start listen watch read paper	talk.politics.guns	11
2674	2675	user state art image processing analysis package run high performance computer platform operate window system create meet daily research scientist conduct investigation satellite datum remote technique graphic interface feature interface pop menu point box make image processing analysis simple fast enable build image quickly provide return main menu conduct image analysis processing operation image format read function easily open save image file variety format bit real data read write common format compress image format save disk space image analysis processing image analysis package include processing tool perform filter operation product component image user combine individual datum channel standard entry function satellite function satellite signal satellite spot conduct selection standard surface condition instrument band model solar orbit image easy external program interface user develop software algorithm processing satellite observation export image file image external program special interface function quick quality display high resolution image color table bit image plane graphic plane package combine color image graphic text generate digital image article report graphic editor provide complete modify graphic analysis image package supply color scale output standard laser printer capability perform image software support development develop package receive critical support scientist continue development meet change research advance computer technology package feature line support internet address question answer version update provide delay performance test select process satellite datum collect satellite mission today package center widely include version test version output file graphic function sufficient work interested send email receive news package	comp.graphics	15
2675	2676	long time order day play cable heavy duty full speed high speed run burn roll mile day easy share btw info obtain	sci.electronics	8
2676	2677	age software prove good run window stable age	comp.windows.x	1
2677	2678	response lot email position favor favor christian aspect christian end fast point worship understand intend people claim worship worship matter worship	soc.religion.christian	2
2678	2679	pretty hard introduce find pre hold worth big day mine wheel	rec.motorcycles	19
2679	2680	year double disk lot problem memory line great	comp.sys.ibm.pc.hardware	14
2680	2681	question service bind law access datum user police guess basic condition system run time ago law cover common phone company private machine service operate business record point police search warrant warrant demand exist generally equipment evidence valid begin develop court case support court information encryption disk aren case situation aren law specifically cover court force key law prevent user key file give area establish law guy year ago business record evidence taxis business restriction law give court record law force record original record didn speak court organization illegal deny access potential customer base race religion national origin sexual test court extension anti law affect business	sci.crypt	12
2681	2682	purchase rom drive spec scsi interface compatible cheap double speed drive condition opinion condition sort bit expensive condition problem connect drive hear drive suggestion greatly	comp.sys.ibm.pc.hardware	14
2682	2683	random thought ride bike sufficient power small bike ride hard ride great move ride recently due part fact regular stay line bike corner make movement regular tend hold hold short period bias fact couple friend recently time bike hold real make kind difficult discover long trip prefer move shift weight bit recently work meet hour ride sit totally leave sit back code system turn stop shift position	rec.motorcycles	19
2683	2684	read text question arise guess people interesting find answer question longer question transmit remote clipper chip handle transmit block beginning phone side turn voice output question strange procedure real turn kind system security technical place warrant unique possibility realize technical restriction escrow agency perform session key modem line secure fax bad idea work key exchange secret key exchange guess oppose chip tough time government act	sci.crypt	12
2684	2685	member directly citizen member state member member national member state fix number seat increase population year general european hold citizen member state choose representative due system european differ country enable direct require system country system national post system state choose system country work system member member state people follow question member state continue european system majority implement prefer system community state region president directly member state government subject member state stand member state vote idea member national member national government body meeting complete move great majority political compromise government member state stick status approve meet city post answer politic automatically direct access group mail answer directly post hope time post view matter	talk.politics.misc	6
2685	2686	recently talk mine make reference bit graphic computer image processing system remember call image claim bit color bit channel bit info possibly specifically bit color color human eye anti thing number make work processor pretty industry image process specific system processing gear bit color info bad idea hardware task image demand professional result settle bet product top line access strange question line system big boy block processor system graphic performance reality engine table	comp.graphics	15
2686	2687	policy subject israeli press short note write israeli press short note israeli announce call jewish israeli citizen gun permit carry time contribute security state intend demand police department make clear public wound kill jewish terrorist put trial today private security firm unit command begin installation additional stage security measure aid jewish leave work reveal presence weapon object	talk.politics.mideast	7
