	F	I	tfidf	manual	H	H-tilde	H-tilde_std	N
draw	0.00013321294829857463	0.4444444444444451	8.313614645448368		2.7254805569978675	3.1699250014423126	0.0	9
drawsomethe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dread	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
dream	0.00031083021269667413	0.08571428571428541	5.687138729725889		4.297079327540666	4.382793613254951	0.028571428571529774	21
dreambig	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dreambody	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dreamer	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
dreamofphilanthropy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dreams	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dress	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
dresser	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drift	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drink	0.0011989165346871717	0.007407407407407085	4.080403591601789		6.315158644859933	6.32256605226734	0.022222222222454884	81
drinking	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
drinkmorewater	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drive	0.00022202158049762437	0.0	5.704004672190722		3.9068905956085187	3.9068905956085187	5.960464477539063e-08	15
driven	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
driver	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
driving	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drop	0.00014801438699841625	-8.881784197001252e-16	6.109469780298887		3.321928094887362	3.3219280948873613	7.300048299977713e-08	10
dropthebabyweight	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dropthediet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drug	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
druggie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
druids	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drum	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
drumkit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
drunk	0.00023682301919746598	0.24999999999999956	6.59771147848877		3.75	3.9999999999999996	4.2146848510894035e-08	16
dsed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dslr	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
dsma	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dtla	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
duck	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
ducks	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
duct	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dude	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
due	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
duel	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
duet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
duh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dum	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dumb	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
dump	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
dunkin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
during	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042	1.0	2.0	1.9999999999999998	2.1073424255447017e-08	4
dust	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dustin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dvd	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dwl	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dye	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
dynamic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
e	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
ea	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
each	0.00034043309009635736	0.08695652173913082	5.562876620840735	1.0	4.436605434317882	4.523561956057013	0.0	23
eagle	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ear	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
early	0.00034043309009635736	0.08695652173913082	5.562876620840735		4.436605434317882	4.523561956057013	0.0	23
earlystart	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
earning	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
earth	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
ease	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
easily	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
east	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
easy	0.00022202158049762437	0.1333333333333333	6.185354511083221		3.7735572622751854	3.9068905956085187	5.960464477539063e-08	15
eat	0.002294222998475452	0.09132185485266753	3.6397909520247427		7.155125131066732	7.246446985919399	0.023118029505800136	155
eatclean	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
eatgoodlookgood	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eathealthy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eating	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eatmore	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ebola	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ebooks	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eccentric	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
economic	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
eddie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
edge	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
ediquet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
edit	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
editing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
edition	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
edm	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
edpolicy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
education	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
educational	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
educator	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
edwards	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eeer	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
effect	5.9205754799366496e-05	0.4999999999999998	9.751256779499762		1.5	1.9999999999999998	2.1073424255447017e-08	4
effort	0.0001776172643980995	0.0	5.927148223504932		3.584962500721156	3.584962500721156	0.0	12
egg	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
egypt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ehh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
einstein	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
either	0.00011841150959873299	-0.025000000000000355	6.332613331613096	1.0	3.0	2.9749999999999996	0.0750000000000251	8
elbow	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
electrical	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
elephants	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eleven	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
elijah	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eliminate	4.4404316099524875e-05	-0.06666666666666643	7.3134425846248226		1.584962500721156	1.5182958340544896	0.19999999999999787	3
eljame	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ellen	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
elliptical	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
else	0.0003256316513965157	-8.881784197001252e-16	5.3210124199346165	1.0	4.459431618637297	4.459431618637296	5.960464477539063e-08	22
elusive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
em	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
email	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
embody	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
embrace	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
emerge	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
emoji	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
emojis	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
emoticon	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
emotion	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
emotional	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
emotionally	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
empath	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
empathy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
emphasis	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
empire	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
employee	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
employment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
empty	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
emyth	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
enable	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
encourage	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
encouragement	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
end	0.000355234528796199	0.0	5.234001042944987		4.584962500721156	4.584962500721156	8.429369702178807e-08	24
endeavor	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
endless	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
endoftheyear	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
endorse	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
enemy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
energy	0.00010361007089889138	0.2857142857142865	7.723677971409024		2.5216406363433186	2.807354922057605	0.0	7
engage	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
engineer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
engineering	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
english	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
enhancement	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
enjoy	0.00031083021269667413	-0.00952380952380949	5.36753243556951		4.392317422778761	4.382793613254951	0.028571428571529774	21
enlist	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
enough	0.00034043309009635736	0.17391304347826075	5.878726000861845	1.0	4.349648912578752	4.523561956057013	0.0	23
enoughisenough	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ensure	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
enter	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
enthusiasm	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
entire	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
entourage	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
entrepreneur	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
entrepreneurial	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
entrepreneurism	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
entrepreneurship	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
entropy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
entry	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
environment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
environmentalist	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
environmentally	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ep	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
epic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
episode	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
epstein	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
equal	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
equally	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
equestrian	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eradicate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
erase	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
erasing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
erbody	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ernest	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
erotica	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
escalator	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
escape	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
esol	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
esp	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
especially	0.00013321294829857463	4.440892098500626e-16	6.214830295956713	1.0	3.169925001442312	3.1699250014423126	0.0	9
establishment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
estate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
esteem	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
etc	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
eternal	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eternally	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
etudes	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
europe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
evaluation	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
evans	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
evar	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
eve	0.0010064978315892305	0.011764705882352011	4.270158705452743		6.058051076544457	6.069815782426809	0.01950955759084189	68
even	0.0007252704962922396	-0.008163265306121659	4.520234575182306	1.0	5.614709844115208	5.606546578809087	0.016326530612145077	49
evening	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
event	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
evente	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eventing	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
eventual	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ever	0.00047364603839493197	0.14234023444260835	5.344914657739496	1.0	4.851409765557392	4.99375	0.01874999999992042	32
every	0.0013321294829857463	0.019999999999999574	4.0241434692423335	1.0	6.4474086518852305	6.46740865188523	0.02712567914609826	90
everybody	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096	1.0	3.0	2.9999999999999996	5.960464477539063e-08	8
everyday	0.00047364603839493197	-0.018749999999999822	4.946318970493206		5.0	4.98125	0.02864109809347648	32
everyone	0.0011249093411879634	0.03421052631578991	4.219016530901972	1.0	6.195295934496217	6.229506460812007	0.0168503269404036	76
everything	0.0005328517931942985	-0.02222222222222303	4.828535934836823	1.0	5.169925001442312	5.147702779220089	0.027216552697745287	36
everytime	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
everywhere	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
evident	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
evil	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
evolution	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
evolve	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ew	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
eww	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ex	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
exact	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
exactly	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042	1.0	2.0	1.9999999999999998	2.1073424255447017e-08	4
exceed	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
excellent	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
except	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832	1.0	2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
excercise	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
excessively	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exchange	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
excited	0.00020722014179778276	0.14285714285714235	6.296882863203041		3.6644977792004614	3.8073549220576037	5.960464477539063e-08	14
exciting	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
exclamation	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exclude	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
exclusively	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
excuse	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
execution	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exercise	0.0004292417222954071	0.0	5.044759043306459		4.857980995127572	4.857980995127572	8.429369702178807e-08	29
exercisestatus	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exeter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exhibit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exist	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
existence	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
exit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
exotic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
expand	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
expect	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
expectation	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
experience	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
experienced	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
experiment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
expert	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
expire	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
explain	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
explore	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
expose	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
express	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
extend	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
extra	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
extreme	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
extremely	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eye	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
eyeball	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eyebrow	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
eyelash	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
eyeliner	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
f	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832	1.0	2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
f.	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
faahhkkk	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fab	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fabulous	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
face	0.0003256316513965157	0.18181818181818077	5.957954859712836		4.277613436819116	4.459431618637296	5.960464477539063e-08	22
facebook	0.00020722014179778276	0.14285714285714235	6.296882863203041		3.6644977792004614	3.8073549220576037	5.960464477539063e-08	14
fact	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
factz	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fade	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
faggot	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fail	0.00031083021269667413	-0.00952380952380949	5.36753243556951		4.392317422778761	4.382793613254951	0.028571428571529774	21
failed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fails	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
failure	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
fair	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
fairly	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
faith	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
faithful	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
faithfully	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fake	0.0001776172643980995	0.0	5.927148223504932		3.584962500721156	3.584962500721156	0.0	12
fakeness	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
