text_id	text
863	lame i know but my be my - run at least one mile for the first day of my year . fatnesstofitness
1741	stay a real nigga
4101	walk mile . start right after i finish school , and run to washington .
4388	my will be to read article completely and close tab and not let they linger throughout the day .
2448	new year resolution just keep go hard and let everyone just be like woooooooooah
4232	be go to be a great year ! who be with i ? new years eve
507	add more to life than just lifting .
2678	my new years resolution be to keep be a boss ass bitch ? ?
2996	new years resolution , if i get more ass then the girl that be fuckin wit i , then idfwuuuuuu ! ! ! lmao ! ! juss sayin .... ? ? ? ? ? ? ? ? ?
1943	you can do it supper club right now ! ! ! ! stop smoke cigarette
1223	to make split end a style
1114	- have affirmation per every criticism i have to give .
1906	always stay positive , no matter what i go through
3424	my be to accomplish and goal promise in & amp ; plan in motivation
1878	find a time machine , go back in time , and kick my own ass .
4675	be less of a bitch
434	i will try & amp ; fit in well in los angeles , so for the new year i will be wear scarf & amp ; listen to terrible music .
2365	finally figure it out my new years resolution be to finally grow ? ? ? ? ?
3155	overcome every obstacle life throw at i with a smile ...
2836	adventuresinchemistry new years resolution for science really fuck hard
2093	just fold a fit sheet like a flat sheet ! complete on winner
3011	my new years resolution be to save my paycheck instead immediately spend they ! ? ? ? ? ? ? ? let see how long this last ! !
3163	i have never make and stick to a but this year i come up with thing that seem pretty doable )
2946	if you dnt make it that way . my new years resolution be to do thing that matter , visit some different part of the world and live on my
3918	ugh i hate when ppl call i cute or adorable . i wanna be hot as fuck ya feel i ?
2917	new new years resolution join the band him . from roadie to band manager , any position of employment will do .
1103	if at first you do not succeed , drink a lot of wine until you do not care anymore . move on breakup regret
1449	get outside minute a day
1721	operation get passport start now passport bucketlist new year
4521	be more active
4942	keep move to get healthy ! womens health
157	be awesome how imet your mother
2979	my new years resolution stop waiting , stop wish . it be what it be . ? ?
1774	be . this will work out . i know it .
616	my continue to believe that miracle can happen if you fight for they .
644	in the new year , i pledge to never take a selfie with a selfie stick ( or on the toilet ) .
1936	no visit to the hospital ? ? ? ? ? ?
4280	to change my name to ariel
1069	my new year 's resolution start early ..... use the mute button anytime jesse palmer be do a game .
4457	? ? ? ? ? ? ? ? ? ? ? ? new year new i step these picture need to be stop ? ? ? ? ? ? ? ? ? ? ? ?
4156	emerge be what i keep think for but it will definitely involve some purging . wordoftheyear
4242	make more moves & amp ; less announcement ? ? ? ? ? ?
4871	new years resolution newyear
331	my be a fairly broad one to look my good every day . hashtagoftheweek
2058	thank , . hgtvroseparade sink to a new low . make your to put the garden back in hgtv . these host be awful .
2647	why do i pick my new years resolution to not eat fast food and drink soda . especially the day after new year 's eve
2192	new years resolution a six pack $ out
623	go hard or go home
1596	, library to visit around the world .
2916	my only new years resolution ? learn how to do wing eyeliner .
4392	try to live in the now my for
3900	start one early by go to the gym tonight abouttime getfit babystep whatsnext
1920	ugh who want to go to bed lonely af on new year ? ? ? ? do not go to bed lonely next new year ? ? ? lol
4175	new years resolution eat more
4271	i make a vow to myself to only wear my frantastic monday sweater only on mondays .
756	my plan be to do coke with gary busey in
519	live healthier and be happy !
3805	do not get kill by an evil pot and pan robot in .
33	get a classic americanmusclecar pontiacfirebird number match ? ?
2938	new years resolution hug zayn more
1158	get on postbadbeard lol
745	here you go people .
1498	no need for . just be awesome . - you know who you be quote of the year
3460	own more plant . ? ? ? ? ? ? ?
4146	consider any ? prerequisite for mine , get a job again .
2592	my new years resolution every year be no cursing and to look hot as fvck but lauren have to play idfwu right on midnight - -
784	my be to begin , and grow my empire . success conquer
3494	to convince as many people as possible that i be relate by blood to peter griffin .
2950	new years resolution go to the gym ... check just sit in the hot tub win
230	set the bar high for but i think i can do it
858	become a youtuber ? ? ?
2267	on my momma , i be go to make a big impact in the come year . and no this be not some corny new year resolution . i be bear to do this
4718	my new year 's resolution be to keep be awesome .
409	learn the difference between ' effect ' and ' affect ' . learn how to clone nutella . buy a boat . preferably inflatable .
171	move to colombia
541	my new year 's resolution ? still . k will probably have to wait until .
2211	new years resolution stick to my new years resolution
2305	new year resolution be continue be a cool bro
2568	my new years resolution never drink again
614	i be finally go to unpack everything i own out of that box to the left .
2102	everyone be talk about a new year resolution the only thing i be try to do , be rush my due date & amp ; have this baby ! ? ? ? ? ? ? ? ? ? ?
1809	for my i should probably be a little ashamed that i have pass level in candycrush w out spend a dime on the game
3439	that be my
1162	my be to clean my house .
4227	i hope my apology show that i know what i have do and be try to turn a new leaf .
3120	coffee turn i into a well person . soy new year resolution be drink more coffee .
3654	i be grateful i have supportive , inspirational people in my life . my be to show my appreciation and make they proud .
1611	? ? ? stop wear big tshirt and spirit jersey everyday to school ? ? ? ? ? ? ? amen ? ? ? probably will not happen though lbr
1933	good for you chris ? ? supper club right now ! ! ! ! stop smoke cigarette
3028	? ? ? new years resolution yes ! as a teacher , this be my goal .
565	can not my be to keep calm and eat cookie ? haha , i wish !
4061	my be to make more money . thank to that be possible !
4627	become more flexible in my hip .
2389	new year resolution be to never cry in front of anyone again
1472	another opportunity to work hard ... everyday counts - work hard ? ?
2631	new years resolution be more cynical than ever ( i be already off to a good start )
1836	to show more compassion . ? ? ? ?
4931	be the big cunt on the planet ! ? ? ? ? ? ? ?
3476	be greet as liberace . achievable
1534	happy new year everyone ! i be do great ... it be here and i have not break one resolution yet !
4330	i want to make the year when i really dedicate myself to be a bbbh cumdump . load min ( double this year ) ? ?
2485	new years resolution stop mess with f boy ! ! !
4241	my new years resolution new year
1173	actually , i resolve to quit laugh in people 's face . period . i always get the mean look .
1428	javascript . write more well test . do not cry when angularjs render all my code obsolete
326	no selfie , no business , no worthy opponent . milliondollarbaby trans - x - living on ...
1052	? ? ? ? be more badass . ? ? good show on tv
3320	for , i want to tackle anything and everything in a leslie knope kind of way parksand rec
4775	always ask for x - tra bacon .
3866	the day plank challenge . mine will be more like day . yike healthy living project life
2604	new year resolution to gain pound
1739	i have an easy new year resolution just let go of the people that do not want to be involve in my life
1197	avoid death by scorpion bite .
621	my new year 's resolution be
1375	my new year 's resolution be to be a mistake free in . happy new year
2880	lee 's new year resolution ? ? ? ? ? ? ? ? ? ? ? ?
1190	if everyone 's be to simply be kind to other the world would be a well place in .
329	. learn how to speak spanish . lose more weight . start a new hobby . be a well person
649	i just make a with say goodbye carb and sugar ... yes .. its the new yotc
898	fart in a giraffe 's face
3884	my be to stop procrastinate , and to show that i be serious , i will even start early . probably sometime tomorrow .
1124	i resolve to take more nap throughout the day . power nap , twenty - minute nap , nap standing , nap sleep , anything .
1892	no matter who you be , one of your resolution should be to think of other before you think of yourself ! i be go to try n ? ?
4646	get back to have excellent skin . i get lazy . not to mention the chocolate for xmas make i break out a lil . oop
4794	to successfully complete three screenplay and get at least one make into a movie .
4532	in i be not fuckin no bitch who do not got follower & amp ; like per pic no smickle for you ? ? ? bad bitches only ne ? ?
4237	think about take up yoga for a but planking look fun too . be idoe this right ? ?
1594	start the new year off with a marathon writing session & amp ; pretend i live in ireland . amwrite
3313	take the adventure of a lifetime and journey through the whole bible in a year among friend !
2548	new years resolution drink more baja blast ? ?
1546	the people that keep i positive will follow i into . i will leave everyone else in .
4339	lose weight . get in shape . eat healthy ... subjective goal that change like the wind . aim for a measurable instead
1024	be less gullible ? ?
1972	my new years resolution be simplistic . i be go to spend be happy . be happy no matter what life throw my way
4991	my new year 's resolution replace the sweatpant with a hole in the butt with a new pair . goal
1715	day one , time to turn my life around . not easy , life be never easy .
1718	be my tough year ever . i hope 's fortune be well . my be to be nice everyday .
1478	fit wanderlust runner happy new year ! runchat fitness
810	my be for you to follow i one day i hope u do . boyrusher .
2851	new years resolution actually buy the thing i save on wanelo
979	my for be to slap the shit out of anyone that bring up back to the future .
4690	my be to only post positive thing on face book and twitter .
4898	more yoga , more fruit and veggie , more organic food , live in the present moment )
1685	unrush and unplug !
4663	the next thing be to get a boyfriend
1515	to shrug thing off more often . will be the year of ? ? \ ( ? ? ? ) ? ?
2405	my new year resolution to see cassandra cain in print with batwoman , helena bertinelli and hopefully other ongoing .
2022	my be to spend more time at horse racing
4746	to be kind , always .
1768	do not fall on love
175	no more nikki manaj in her underpant in
1555	all i want this year be to continue to get gain , graduate and join the corps
4217	commit goal to paper and review they regularly give you a high chance of achieve your desire outcome
1483	my be to grow my social medium presence to , so get ready for more opinion and hopefully some insight . sportsbiz
4464	how . about . we . stop . write . single . word . sentence . for . emphasis . in . ?
218	resolution learn bluegrass tune and get out to some jam dobro
3916	before complain , step back , look at the situation and realize it be not that bad , because it probably be not that bad .
3722	keep my page up to date . i be a major slacker in .
691	start a blog and keep it
2578	new year resolution be to leave term behind and make my own anyone with i ? ? ?
2234	my new years resolution be to do exactly what i do in just well ? ? ? ? ? ?
2239	my new years resolution be to stop procrastinating and i be start tomorrow
1107	so go under for the mile this year
1790	use twitter more . socialmedia twitter tweet
3189	most common loseweight workout - how about new home )
2437	i have decide on a new year resolution . it be to leave the country at least once on vacation . whether it be with family , alone , or with frnd
612	my be to be like this guy ...
3662	bae i want a man with a career ... i be on it !
3713	yeah it will be a new year , but it will still be the same i , so buckle up .
577	have a good school year ? ?
2064	howdy ! guess i will spend - week in the gym now .
4438	get amanda 's bod
1181	i resolve to quit resolve to do thing and just let thing slap i in the face without prior planning .
889	i resolve to be the good father that i can this year . daddy to be
3129	my new years resolution be x .
1733	my new years resolution , survive the reptilian uprising by join force with the insectoids .
2664	my new year resolution be not to curse every but let us be realistic that be not fucking happen .
818	be to stop look at salad and vegetable as if they carry ebola and finally break in jordan 's i get for xmas in
3278	! ? ? ? i resolve to eat more indian food next year . ? ?
1860	my be to use less toilet paper . even if it mean wash my hand for long .
209	leave the past in the past . this should be do on new years eve
294	my resolution for be to find a cure for stupidity stupid people curestupidity
1120	to be pretty .
2214	new years resolution get yolke , and get tan
1610	it always seem like a good idea , i will start in february !
1265	instead of lose weight , lose the bad attitude . christianity -cp
991	burn through a whole candle for pete 's sake
4199	more day until i have successfully complete my resolution to not drink energy drink !
1617	tweet more often !
354	so incredibly ready to be healthy , happy , $ uccessful free in hilover
4560	finally call about that shawty fire that s be burn on the dance floor
2023	buy more shoe
3692	- that college graduate of the class of enter into entrepreneurship instead of a job
2556	my only new years resolution be to stop think negative and speak my success & amp ; over flow happiness into existence ? ? ? ? ? ? ? ? ?
3049	my new year resolution be not to make a new year resolution .
1229	this year i do not have a . be go to be all about i make myself a well , happy , and healthy person .
260	well there go another year w o do something productive do something productive ? ? ? ?
1520	new year 's resolution read more good book ! i can help with that ! new year new me new year
1778	weather ... hate typo stop obsess over grammar lol
4742	i believe in mind over matter , and that you can do anything you set your mind to . what will your be for ? ?
1771	? ... happiness . happiness and immortality .
4356	find a job that respect their employee time away from work ? ? ?
53	go to do this in !
3474	my ny resolution for . to have an even big mouth than .
4686	do not read the comment
4858	pay off my debt ? ? ?
2410	new year resolution ... buy more car part
2788	new years resolution build a watermelon boat . travel more .
2345	my new years resolution be to stop curse
1034	happy new year ! how about a for the planet ? i support with a daily tweet . ? ?
1098	try to keep the good music in my playlist ? ! - )
544	get on this and the march sisters series
1047	i be challenge to read a book a week by at the start of . finish yesterday !
1895	get money
4379	in imma be a wigger . naw i m sayin no ragret
31	i always torture myself by look at old picture where i be lbs thin .
726	continue to be a well human than
4964	colleen 's as tweet . goal try yoga . i do receive a mat for christmas , after all .
4721	my be to clean up my email subscription .
3905	my be to lose weight so i can fit into the three t - shirt i purchase painandgain run fitnessmotivation
1427	pray w o cease ( col . )
2498	new years resolution stop be clumsy
437	in case it be not clear before parent love your child unconditionally . period .
2471	my new years resolution be to not go out for new years next year . hello pajama and netflix !
913	spend more time in the now
4224	turn . be i do it right ?
4166	my new years resolution be to get back in gym by january , day a week , then , , then stop go by ground hog day !
4913	girl , i be not pussy whip , i be cunt gripped .. - almir ismani wordsto live by i m addicted
4446	inch my way into make a for the very first time in writing . give much importance into personal development
2288	new years resolution eat healthy first meal of taco bell doingresolutionsright
4600	to work the word synergy into every fucking conversation i engage in .
1239	resolution spend more time show friend and family how important they be countdown
904	move far away from this place ? ? ?
3622	get fit ? ?
3232	my new year resolution be work hard in life , my responsibility and hope da world be in peace ..
2860	new years resolution accomplish unsubscribe from dozen of email newsletter i do not read and do not know how i get in the first place
508	need to order a new fkn mix deck so i can run the trap again
3222	- spend more time under oregon 's waterfall .
184	? ? ? i m a be a savage ? ? ? ? ?
1565	happy new be to promise share more pic foryourenjoyment twitter fans photography
2705	new years resolution introduce myself as celestino not tino ? ? ? ? ? ? ? ? ?
322	i have never , ever be able to finish what i have start in my life . that will all change in .
3586	vacation ! ahhhh i can finally relax . work on my ;)
1539	be a well daughter & amp ; girlfriend ? ? ? ?
1838	do not worry , be happy . ? ?
2381	new years resolution draw . be myself . draw . get pretty . get an internship . do not fuck up .
1913	make this january a veganuary ! go vegan
1841	to learn web designing and do at least one half marathon . hashtagoftheweek
2116	my new years resolution be to watch more netflix because i know i can do that .
4440	i be getting organize in , you all what be your resolution for the new year ? bulletjournal
1147	talk more about the thing that make you happy than thing that make you sad ! be happy
2487	new years resolution drink strong coffee .
45	this be how i??m live a connected life in . attcrowd ad
2155	new years resolution
1527	start smoke cig
4416	i have idea & amp ; really should just pick one . write two novel & amp ; edit the four sit on my computer . amwriting
1379	? ? ? show those lemming you??re not a clich ? . this year , resolve to eat more pizza .
1766	take well care of myself ...
3013	my new years resolution be not change i but become the good version of i .
414	my new year 's resolution be to correct my auto correct so my text do not read so cupid ...
4287	my be to make more money . thank to that be possible !
1408	design outside the line gamedev
1659	drunk tweet show i your tit . ? ? ? i be do for the year . mission accomplish ! happy new year
802	be to have less allergic reaction to corn this stop today
1289	my for be to share the love share the love
2183	my only new years resolution be to start treat people the way that they treat i ? ? ? ? ? ?
2589	my new years resolution be to dress like a girl again everyday .
2616	my new year resolution be to try to stop make out with puppet in public .
2319	my new years resolution be to not drink different kind of alcohol in one night ever again so i never have to feel like this again omg ? ? ? ? ? ?
257	make a to not drink and drive on new years eve take a cab , walk , public tran , designate driver .
4544	all of my tweet be go to be about sex . that be the one thing i can commit to faithfully .
1730	to love and laugh more in !
1152	really go to ramp up the misogyny this year
3758	i want six pack ab
648	my be to stop hate everyone and hate less person than everyone .
2909	new years resolution take over the world .
1703	raise enough $ $ my holistic cancer treatment . kick cancers butt . make sure everyone know i be grateful they )
1882	to stop say like so much , but i know i be not go to . i follow nobody 's rule , not even my own .
4669	time for resolution . this year i wanna be more awesome .
1316	here be my new year 's resolution to be fabulous ! ! ! ! ! and this . happy new year steph
2270	new years resolution ? just be a good person , have fun , and have more adventure )
1967	? ? ? supper club right now ! ! ! ! stop smoke cigarette ? ? forreal
2466	i have no new years resolution that after a week of i plan on forget about ? ? ? ? ? ?
3857	put this in the totally doable column . rt to get in the habit of end every phone call with ' live long and prosper . '
1351	i resolve to eat butter , i mean well , whatever
3297	new years resolution this year be to get rid of the emotional trash in my life .... new year new i
113	i find calliou and beat he mercilessly .
3134	i definitely need to take more nap in . sound like the most awesome new years resolution to i ijustneedsleep
264	live in thenow ( a district in an alternate dimension ) . just get to figure out where i leave that vortex ...
1394	where do ice cream fit into my resolution to be healthy newyearsprob gimme
1879	to eat buy and eat environmentally responsible . buy for local business and eat a plant base diet .
1187	i have category for resolutions to . god . husband . child . myself bring on the happy new year !
3072	stuck with my new years resolution for day goingstrong ? ? ?
57	keep a blog of all the amazing taco i have .
1310	? ? ? our ? drink more red wine good idea
696	for i be include get a new job that be close to my desire careerpath nurselife nurse career workhard
2953	my new year 's resolution be human ? ? ? ?
1727	go to more concert ! damn right - in ' , low one - year total since i start keep track , in ' ! ? ? ? ? ? ?
2092	- i will make an anonymous difference in the life of two family this year in an effort to pay it forward .
3871	be to create more ? ? ? newyear creative mindfullive mindfood
320	my new years resolution be to no long make new years resolution
4323	new rule no food in the bedroom , but chocolate start right after i finish this sugar cookie . weightloss
683	to learn php like its my sister instead of my second cousin ? ? ? ? ? ? ? ? webdesign webdevelopment
3843	goal for be to not end up homeless . i like to set the bar really low so i do not disappoint myself .
3214	i do resolution throughout the year but like to reiterate my goal be not to let fear rule my reaction & amp ; decision
2003	to eat a little well & amp ; try to keep my skin as clear as possible
4092	business only . take a break from everything else to focus on grow my own empire .
4152	my be to be january jones . thatisall
287	resolve to make my about do more not less .
1889	find a big booty b tch
2338	new years resolution i be not spend money this year .
2521	new years resolution eat more . this christmas gift should help !
2278	new years resolution become
2128	new years resolution - portion control and diet .... day one - fail
3500	be to . lose weight . ? ? out more ? ? ? . become a well person . ? ? more . ? ? ? new friend ? ? ?
4213	my be to make more money . thank to that be possible !
2084	yell loud enough about soccer that it annoy the neighbor
737	in i be go to go skydive at least time , and finally achieve a level of fitness i can be satisfied with .
4804	my no gel manicure , all guitar lesson ! thenewtriplethreat what be your ? ? ? ?
337	always give a little more than you promise ! quote quoteoftheday nofilter nye
2597	new years resolution get rich or cry try
2772	my new years resolution be simply go to be remember to write instead of
3706	do not be too critical on zona . ? ? ?
4407	my be to buy a as soon as possible .
1072	this year i will date more , kiss more , be smart and choose wise .
2291	new years resolution do not talk to you
1673	make time devote to thoughtless distraction and busy work small , and make a positive difference in .
4085	my be to make more money . thank to that be possible !
4535	not to get drunk , but to become drunk
4115	i really need to start go gym properly in the new year
3927	i need to start work out again ...
3367	my be to develop an unhealthy obsession with other man 's ' physique and spend an inordinate amnt of time work out .
1489	ugh get back to this
499	find a new girlfriend because this be not workin
4347	to resolve or not to resolove ? blog blogge monday blogs n ? ?
3480	resolution no more super sugary coffee drink frappucino iceblende countdown
2582	no new year resolution bc i do not need to change iwokeuplikethis
3124	my new years resolution ? i will probably keep it at x like always . thank be for ask .
2922	my new years resolution be to followback ! ! !
4380	to be more positive in and i hope to get healthy by exercise & amp ; drink more water ! hashtag of the week
2645	in case anyone be wonder what my new years resolution be this year .
4289	for good health
3703	i want to drink champagne and make out
2035	this year i vow to be less judgmental . i already fail . twice . oop
1023	happy new year ! how about a for the planet ? i support with a daily tweet . ? ?
2283	new years resolution ; keep be i . i be funny as fuck
4889	step up my hat game . ? ? ?
4221	my be to make more money . thank to that be possible !
3064	[ one of my ] new years resolution[ ] stop use the word like and thing so often .
4368	be almost here ! my be to work to ensure more educational opportunity for the people of my district . what be your ?
666	my be to read more fiction . especially all the book i fake read in high school english .
3934	do more volunteer and community service work .
2639	new years resolution be to stop be a savage
3177	natural perfume . no more synthetic in !
4268	work on a super exciting project for . can not wait to roll it out in the next few day ! be brave
3122	my new years resolution be to meet not today , not tomorrow , just sometime this year ? ? ? ? ? ?
1018	i have one for . i resolve to win the lottery . not just a dollar or two either . big jackpot . dreamofphilanthropy
558	i want to be myself , to tell everyone this secret that i have be hide for awhile now . new years eve
2400	got asked what my new years resolution be last night and i say it be to type in all caps . stillstickintoit
1208	my be to write more song lyric and watch less twilight ? ?
2006	i be legit wear my pjs . notopant
2657	work with enthusiasm , humility , skill , passion , and with a soul that know how to thank the lord . ? ?
2136	my only new years resolution be to start treat people the way that they treat i ? ? ? ? ? ?
1511	first hungover meal of , mcdonald 's breakfast . this be go to be an eat year closetfattie
1737	to forgive all those that hurt i . ? ?
246	our be eat more bacon , watch more sport , drink more beer . boomshakalaka !
1164	my be to stop make . the calendar be cyclical . what make so special ?
3363	the road to the future have only one exit , so do not get off to ask direction . futurist
267	my be to plan meal way in advance instead of stress about it every week . adult
2367	already complete my new years resolution of replace all my wallplate . aim high
1115	i resolve to quit give fake high - five because , well , that be also cruel .
64	tweet more about the because i know all of my chicago and mpls - base follower crave it . you be welcome guy
2593	rainy day call for lazy reading day and burn candle . new years resolution to keep reading and ? ?
2789	a family of ant have make it their new year resolution to take over my kitchen . like most resolution , this too shall fail . getreadytodie
2758	i love gregory peck . he will be in my new years resolution too .
3012	my new years resolution be to find a pair of jean that actually fit . finger cross
3077	hey friend ! what be your new years resolution ? ? ? ? mine be to get back in shape and eat well !
2999	? ? ? ? ? ? ? ? ? new years resolution- look like kylie jenner
2816	my resolution be to blog more ! jk ! but i do blog today .
2260	my new years resolution as a personal trainer for be to continue change life and create more ? ?
4961	can not believe another year be go . be more grateful
3205	work on handle stress
1238	let us do it guy ! happy new year ? ? new years eve new year colorful countdown
104	my new year 's resolution be to have a new year 's resolution new years eve resolution resolutions
2644	serious new years resolution stop bored eat
273	my be to do more good , give back more & amp ; pay it forward daily hashtag of the week happy new year to all !
509	plan on take the colorado cannabis cup next year tbh newyearnewme lmfao
2227	my new years resolution be to spend some more time with my lovely demetri ? ? ? ? ? ? ? ? ( aka my ipad )
4936	i would trade of my fat for fluffeh tail ( and a pizza )
2442	my new years resolution be to stop talk to the perk
866	to use the word crotch more .
3327	to stop care so much for people who walk all over i
909	use gymtimidation to get rid of those weeker in week .
2115	my new year resolution live every week like it be shark week .
3898	i can not wait to just be skinny and love my body . actuallystickingtoit
1628	my be to try new thing and not let anything hold i back .
2874	new years resolution to be more like so be my first step get a haircut ?
1523	year later get help for my gun addiction
836	i will not look at furry porn in public .
359	i want to change this , just in time to be a resolution . i want to start give my skin some attention , just my face
139	- become more of an empath , live in novelty , start do some cardio , and keepitsilly . liveit loveit
300	exercise more and read more . consider i do neither of they , they should be easy to keep .
1557	he must increase , i must decrease john jesus first
1004	to regain confidence in myself .
383	my be to stop let thing upset i so easily ! i have a very short tolerance for stupidity . brtrend
942	take down my christmas tree before march .
3566	my should be to make payment on my student loan that be equal to my order . platinum
3750	i really plan on stick to my this year . workout more , eat healthy , no sex before monogamy .
762	my as a reader be to finish all the ebooks on my kindle by midnight tonight .
1706	welp . january . time for my yearly morning jog . two detroit
1874	more focused ! ? ? ?
2551	new years resolution , use tabs instead of spaces because ken thompson from say so
2087	no soda and more workout
2198	new years resolution got to get an up to date vehicle ? ? ? ? ? ?
899	resolution - only one semester of college at left . well make the most of it .
4410	stop give so much love to people that do not deserve it overmycapacity
3617	last year i give up candy crush for the new year . this time it be coca cola for a year . eternal sadness
1403	- to get out of bed before noon . i have fail .
3958	a new twitter account for a new year . i may actually engage social medium in . i be so cut edge ! socialmedia
3787	refuse to read mobile article with full screen ad that prevent scrolling but load well after the rest of the page .
4389	still tweak my fitness and healthy lifestyle plan . goal be the same . weight loss journey
2956	my new years resolution be to get my life together . i have be through hell and back and i be still go . but i want change .
1513	pursue sustainable human sacrifice alternative .
1189	acquire taste for fine whiskey .
2990	new years resolution ( pt ) stop read mommy blog . i be not invest enough to learn from stranger how to parent nyresolution
2081	. volunteer more in my community
4081	read more book .
3438	become an all around well person be my
109	change the world .
4701	in can all the fake mfer get expose ? its alot of you all .
2828	my new year resolution be to wear sweatpant more .
4499	get to the money more than i do last year ? ? ? ?
59	drink beer besides yuengling
77	drink more wine in .
797	resolution - get a job after college that i will enjoy and make a difference in people??s live with .
369	convince everyone match pajama be work appropriate . newyearnewme
4908	be to drink more weight
786	i will take down my jeff foxworthy shrine
2089	my be to make more money . thank to that be possible !
2315	new years resolution to be a well person .
3385	my be to stop rage quit when i get mad while play video game .
3607	be present when any gay hispanic man say he want to get his neeple pierce
4113	be almost here . my be get my four write picturebook publish ! research publisher ? ?
1903	be the same ornery dancehall daredevil as always ... break law , rule & amp ; hearts ! yeeyee carry on party people ! ! !
1704	off to the gym in a few minute . i consider myself a regular . i guess many other join i
122	smile more .
1845	this be my
2370	new year resolution cuddle with a cutie
4201	my be to stop drink wine during the week ( until the wedding ) . hope that will help i shed those few extra lbs !
911	stay in school
125	learn guitar and start a youtube channel or vine account . then work towards be a performer ? ? ? ? ? ?
2573	my new year resolution be to be the protagonist of a psa . goodchoices new year new you bless
1587	my be to avoid the gym until everyone else give up on their resolution . my sheet cake reserve be bottomless .
1258	i still have not see magic mike ... there be my first . magicmike
3442	my paint box ? ? ? ? ? oil paint top bunk , watercolor bottom bunk .... organize ! ? ?
3481	i be go to redecorate my house ! ! .
3869	make this money , get these grade , & amp ; solidify this - pack
1179	to have an awesome wedding and first year of marriage
3464	batman 's keep on be awesome .
3470	get an auto insurance .
3468	new years resolution ... do what make i happy ? ?
2104	man i miss out . new years resolution be to see your ass more . ( y )
443	just realize i make my -- send book to publisher in december . pressure 's on to find a goal .
2228	my new years resolution be to be the person my dog think i be .
4419	i have idea & amp ; really should just pick one . learn to play the piano .... need to buy a piano first
926	this new year 's my resolution be to stop let the german unicorn who live behind my eyeball act so crazy !
4099	my be to get in shape by eat more pizza
2146	my new years resolution be to have more people buy my mixtape .
4773	eat healthy ? ? ? ? ? ? ? ? ? ? get in shape ? ? be happy ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
1412	become dedicated to the usage of proper grammar they'renottheirorthere
3467	hope be to renew lost history for another season ! so many artifact need this chance to be find
2073	gonzo shall be my spirit guide for . muppet
1510	can not wait for the winter classic hawk vs capital ! ! ! hockey tradition on new year 's day ! ! ! ! happy new year
1228	be grateful , forgiving , humble , empire successful , & amp ; meet ? ? ?
3602	start out right with the right fitness , nutrition plan and peer support . secondfitness
2586	my new year resolution be to be an asshole because i be too nice in
4611	my be to make more money . thank to that be possible !
2952	yeah i have a feeling that be what i be go to do . but my new years resolution be to get back to run a mile a day ... yeah .
3887	finally exercise away these glass .
325	invite fish in north mississippi .
3979	learn how to swallow a sword and eat bacon every single day .
4332	get ahead of that at planetfittness
2212	my new years resolution eat unhealthy and gain pound , that way by next year i can say i actually keep up with my ? ?
3299	somebody please tell i what i be do with my life . goals
3036	? ? ? new years resolution ? ? ? no promise
1499	be less judgemental .
1503	save even more money and continue grow with with our relationship
1007	get phat
4181	ya , i be go to be one of those people on new years ... time to lose weight and tone out ! ? ? ? ? ? cliche
3014	a new year 's resolution for imperfect parents treat yourself with the same kindness , care and concern ...
3517	do not buy any more book till i finish the one on my shelf ... seehowlongthislast book nerd probs bookaddiction
1468	. get my driver license . get a beach house . start take voice lesson again . get on the voice
1226	to have this same gear for lets go royals kansas city royals
3168	no more give weird niggas the time of day ? ? ? ? ? ? ? ?
2268	my new years resolution be to less judgmental . second later omg what the hell be she wear and why ? well luck next year .
3810	to stop buy iphone charger at walgreens and
1217	my be to go by the philosophy why not i ?
3978	he be right sadly . i do needa step up my game ... ?
4587	to shoplift high end merchandise .
421	everyone need to make a collective resolution to not walk & amp ; text since my resolution be to not move out of the way .
3423	hope the gym doesn get busy with people ? ? ? you all will go as fast as ya come . out of my way
7	my -learn how to drive . -apologize less . -read and write more . -get a this upcoming quarter -drop my mixtape
933	take a walk everyday or at least briefly consider it
1692	while on the plane today , i think my first task of the new year shall be ... practice write the date wrong . yolo
440	new year 's resolution write more writerslife
1314	nye ... my resolution for next year be to be the best version of myself ! !
679	my new year 's resolution be to be more creative and take more picture with a real camera
1944	goal to tweet more ! ! !
4613	idk if my should be to stop skip leg day or to continue ? ? ?
3304	be to be the good super star in the world
2269	my new year resolution suck this year .. i'm go to stop eat yummy food that hurt my tummy . no more chipotle or in - n - out . ' ( ugh
4636	give back !
4082	my be to make more money . thank to that be possible !
2519	new year??s resolution no . remove should from vocabulary
2440	my new years resolution be to never drink alcohol again strugglestreet
4039	this picture just do it all for i ! ! ! let go move on ready
1894	i want to find someone who love i for real . so i do not have to get hurt
4247	do not waste an opportunity , be confident , brave , smart & amp ; responsible in every choice that i will make . ? ? ? ? ? ? ? ?
4832	gah i can not wait to lay around in my new workout clothe .
2641	new years resolution nicki minaj ass
195	can my be to read more book and play with a cat ? it be what i do every year anyway .
1475	be a well daughter & amp ; girlfriend ? ? ? ?
4619	last night i have a nightmare , i be lie in bed , unproductive on facebook badforyourbrain lessfacebook
1212	i be gunna have a good time next year . more youtube video .
2439	new years resolution watch out for the fu head .
1658	it be a new year and a new day , let us rejoice in the lord and be transform by his spirit . god jesus new year
2701	my new years resolution be to really get serious about start my dad body
3083	i make new year resolution to cut spend i buy shoe on day of new year
2706	one more new years resolution be win the super bowl on madden i keep change team
4228	ok i definitely need to start eat healthy again and exercise ? ? beast mode
