	model	number of topics	topic id	topic words	text id	paper id	text	labels	llm_model	llm_model	under_coverage_example	over_coverage_example	under_coverage	over_coverage
839	bertopic	50	17	temperature rainfall climate precipitation weather datum meteorological humidity region forecast	69693	10931	optimum plant population and irrigation strategy for maize grow in the Dalby district of the Darling Downs in Queensland , Australia , be investigate use the apsim crop simulation model .	crop management | cropping systems | biometrics | irrigation rates | irrigation systems | plant available water | plant density | El Nino | profitability | Queensland | simulation models | irrigation scheduling | Zea mays | soil types | bioinformatics | computational biology	gemma-large	gemma-large	"[""'plant population',\n'irrigation strategy',\n'maize',\n'crop simulation model'\n]"", ""'plant population',\n'irrigation strategy',\n'maize',\n'crop simulation model'\n]"", ""'plant population',\n'irrigation strategy',\n'maize',\n'crop simulation model'\n]"", ""'plant population',\n'irrigation strategy',\n'maize',\n'crop simulation model'\n]"", ""'plant population',\n'irrigation strategy',\n'maize',\n'crop simulation model'\n]""]"	"[""'temperature',\n'humidity',\n'forecast'\n]\n\n**Reasoning:**\n\nThe document focuses on *optimizing* maize growth"", ""'temperature',\n'humidity',\n'forecast'\n]\n\n**Reasoning:**\n\nThe document focuses on *optimizing* maize growth"", ""'temperature',\n'humidity',\n'forecast'\n]"", ""'temperature',\n'humidity',\n'forecast'\n]\n\n**Reasoning:**\n\nThe document focuses on *optimizing* maize growth"", ""'temperature',\n'humidity',\n'forecast'\n]""]"	4.0	3.0
840	bertopic	50	18	maize corn yield wheat irrigation summer crop field soil plant	398006	3855	rehabilitation of irrigation system in Sri Lanka : a literature review	rehabilitation | irrigation systems | modernization | investment | water management | research	gemma-large	gemma-large	"['""Sri Lanka""\n\n]', ""'Sri Lanka'\n]"", ""'Sri Lanka',\n'rehabilitation'\n]"", ""'Sri Lanka'\n]"", '""Sri Lanka""\n\n]']"	"[""'maize',\n'corn',\n'wheat'\n]\n\n**Reasoning:**\n\nThe document title focuses on the *rehabilitation"", ""'maize',\n'corn',\n'wheat'\n]"", ""'maize',\n'corn',\n'wheat'\n]"", ""'maize',\n'corn',\n'wheat'\n]"", ""'maize',\n'corn',\n'wheat'\n]""]"	1.2	3.0
841	bertopic	50	18	maize corn yield wheat irrigation summer crop field soil plant	216532	40003	system dynamic to assess the effectiveness of restoration scenario for the Urmia Lake : a prey - predator approach for the human - environment uncertain interaction	lakes | population growth | agricultural development | irrigation | hydrology | Iran (Islamic Republic of) | climate change | Monte Carlo method	gemma-large	gemma-large	"[""'lake restoration',\n'system dynamics modeling',\n'ecological interaction (prey-predator)',\n'uncertainty (human-environment"", ""'lake restoration',\n'system dynamics modeling',\n'prey-predator relationship (ecological)',\n'human-environment interaction',"", ""'lake restoration',\n'system dynamics',\n'ecological modeling',\n'prey-predator relationships',\n'human-environment interaction"", ""'lake restoration',\n'system dynamics modeling',\n'ecological interaction (prey-predator)',\n'human-environment interaction',"", ""'lake restoration',\n'system dynamics modeling',\n'prey-predator interaction',\n'human-environment interaction',\n'uncertain""]"	"[""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'crop'\n]"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'crop'\n]"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**""]"	4.8	5.0
842	bertopic	50	18	maize corn yield wheat irrigation summer crop field soil plant	434080	35985	investigation of irrigation performance at the tertiary canal level in the Nile Delta of Egypt	rice | cropping systems | monitoring | crops | FAO | water supply | Food and Agriculture Organization | summer | infrastructure | farmers | irrigation water | irrigation management | Egypt	gemma-large	gemma-large	"[""'Nile Delta', 'Egypt', 'performance', 'tertiary canal', 'level', 'investigation'\n\n]"", ""'Nile Delta',\n'Egypt',\n'tertiary canal',\n'performance'\n]"", ""'Nile Delta',\n'Egypt',\n'performance',\n'tertiary canal level',\n'investigation'\n]"", ""'Nile Delta',\n'Egypt',\n'performance',\n'tertiary canal',\n'level',\n'investigation'"", ""'Nile Delta',\n'Egypt',\n'performance',\n'tertiary canal level',\n'investigation'\n]""]"	"[""'maize',\n'corn',\n'yield',\n'wheat'\n]"", ""'maize',\n'corn',\n'yield',\n'wheat'\n]"", ""'maize',\n'corn',\n'yield',\n'wheat'\n]\n\n**Reasoning:**\n\nThe document focuses on *"", ""'maize',\n'corn',\n'yield',\n'wheat'\n]\n\n**Reasoning:**\n\nThe document focuses on *"", ""'maize',\n'corn',\n'yield',\n'wheat'\n]\n\n**Reasoning:**\n\nThe document focuses on *""]"	5.2	4.0
843	bertopic	50	18	maize corn yield wheat irrigation summer crop field soil plant	361420	10395	all playa - lake have a significant relationship between water occurrence and rainfall accumulate within day prior to an observation .	limnology | playas | Spain | lakes | hydrology | remote sensing | rain | evapotranspiration | satellites	gemma-large	gemma-large	"[""'hydrology',\n'weather'\n]"", ""'hydrology',\n    'water resources',\n    'meteorology'\n]\n\n**Explanation:**\n\nThe document discusses the relationship"", ""'hydrology',\n'meteorology'\n]\n\n**Explanation:**\n\nThe document clearly discusses:\n\n*   **Hydrology:** The"", ""'hydrology',\n'meteorology'\n]"", ""'hydrology',\n'meteorology'\n]""]"	"[""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation'\n]\n\n**Reasoning:**"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'crop',\n'field',""]"	2.2	5.6
844	bertopic	50	18	maize corn yield wheat irrigation summer crop field soil plant	374086	28478	respondent believe that Lake Ziway provide a number of individual and collective benefit for local community , private company and public institution .	floriculture | brines | private enterprises | water abstraction | population growth | water quality | Ethiopia | questionnaires | deforestation | planning | agrochemicals | surveys | irrigation | industry | lakes | soil erosion | watershed management | farms | households | watersheds | farmers	gemma-large	gemma-large	"[""'community benefit',\n'economic impact',\n'institutional impact'\n]"", ""'community benefit',\n'economic impact',\n'resource provision'\n]"", ""'community benefit',\n  'economic impact',\n  'institutional impact'\n]\n\n**Explanation:**\n\nThe document discusses the benefits"", ""'community benefit',\n'economic impact'\n]"", ""'community benefit',\n'economic impact',\n'environmental resource'\n]""]"	"[""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'summer',\n'crop',"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'summer',\n'crop',"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'summer',\n'crop',"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'summer',\n'crop',"", ""'maize',\n'corn',\n'yield',\n'wheat',\n'irrigation',\n'summer',\n'crop',""]"	2.8	8.0
845	bertopic	50	19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	276793	43611	the biodegradation of disperse crude oil in the ocean be relatively rapid ( a half - life of a few week ) .	evaporation | seawater | water content | marine environment | bioremediation | salinity | biodegradation | oils | sand | petroleum | irrigation | moisture content | technology	gemma-large	gemma-large	"[""'ocean',\n'biodegradation',\n'crude oil'\n]"", ""'ocean',\n'biodegradation',\n'crude oil'\n]"", ""'ocean',\n'biodegradation',\n'crude oil'\n]"", ""'ocean',\n'biodegradation',\n'crude oil'\n]"", ""'ocean',\n'crude oil',\n'biodegradation'\n]""]"	"[""'lake',\n'wetland',\n'pond',\n'freshwater'\n]\n\n**Reasoning:**\n\nThe document specifically discusses"", ""'lake',\n'pond',\n'freshwater',\n'trout'\n]"", ""'lake',\n'wetland',\n'pond',\n'freshwater'\n]\n\n**Reasoning:**\n\nThe document explicitly discusses"", ""'lake',\n'pond',\n'freshwater',\n'trout'\n]"", ""'lake',\n'pond',\n'freshwater',\n'trout'\n]""]"	3.0	4.0
846	bertopic	50	19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	168671	39677	moreover , genetic potential of identify tolerant wheat genotype from MS and RMS can be utilize in breed heavy metal tolerant wheat germplasm worldwide .	humans | biochemical oxygen demand | wheat | chemical oxygen demand | germplasm | risk | oxidative stress | human health | heavy metals | phytoremediation | sewage | irrigation	gemma-large	gemma-large	"[""'genetics',\n'wheat',\n'breeding',\n'heavy metals',\n'tolerance'\n]"", ""'genetics',\n'wheat',\n'breeding',\n'heavy metals',\n'tolerance'\n]"", ""'genetics',\n'wheat',\n'breeding',\n'heavy metals',\n'tolerance'\n]"", ""'genetics',\n'breeding',\n'wheat',\n'tolerance',\n'heavy metals'\n]"", ""'genetics',\n'breeding',\n'wheat',\n'heavy metals',\n'tolerance'\n]""]"	"[""'lake',\n'wetland',\n'pond',\n'fishery',\n'habitat',\n'aquaculture',\n'ecos"", ""'lake',\n'wetland',\n'pond',\n'fishery',\n'habitat',\n'aquaculture',\n'ecos"", ""'lake',\n'wetland',\n'pond',\n'fishery',\n'habitat',\n'aquaculture',\n'ecos"", ""'lake',\n'wetland',\n'pond',\n'fishery',\n'habitat',\n'aquaculture',\n'ecos"", ""'lake',\n'wetland',\n'pond',\n'fishery',\n'habitat',\n'aquaculture',\n'ecos""]"	5.0	7.0
847	bertopic	50	19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	408784	29316	we assess the invader ’s potential impact on river , lake , watershed and dam at a fine - grain scale and detect those more at risk that should be target with appropriate monitoring .	drinking water | case studies | monitoring | models | risk | rivers | lakes | Italy | Dreissena polymorpha | streams | watersheds | altitude | water reservoirs | irrigation | hydroelectric power	gemma-large	gemma-large	"[""'river',\n'watershed',\n'dam',\n'monitoring'\n]"", ""'river',\n'watershed',\n'dam',\n'monitoring'\n]"", ""'river',\n    'watershed',\n    'dam',\n    'impact',\n    'monitoring',\n    'risk"", ""'river',\n    'watershed',\n    'dam',\n    'monitoring',\n    'impact',\n    'risk"", ""'river',\n'watershed',\n'dam',\n'monitoring'\n]""]"	"[""'wetland',\n'pond',\n'fishery',\n'aquaculture',\n'trout',\n'landscape'\n]"", ""'wetland',\n'pond',\n'fishery',\n'aquaculture',\n'trout',\n'landscape'\n]"", ""'wetland',\n'pond',\n'fishery',\n'aquaculture',\n'trout',\n'landscape'\n]"", ""'wetland',\n'pond',\n'fishery',\n'aquaculture',\n'trout',\n'landscape'\n]"", ""'wetland',\n'pond',\n'fishery',\n'aquaculture',\n'trout',\n'landscape'\n]""]"	4.8	6.0
848	bertopic	50	19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	293320	14719	the present study be conduct to determine the heavy metal contamination in soil with accumulation in edible part of plant and their subsequent change in biochemical constituent due to wastewater irrigation .	soil pollution | crops | cadmium | iron | wastewater irrigation | Brassica nigra | lead | pharmacokinetics | roots | sewage | manganese | chlorophylls | analysis | environmental monitoring | Colocasia | ascorbic acid | mathematical analysis | polluted soils | protein content | humans | vegetables | Raphanus sativus | food contamination | metabolism | methods | heavy metals | bioaccumulation | irrigated soils | amino acids | metals | phenols | wastewater | chromium	gemma-large	gemma-large	"[""'soil contamination',\n'heavy metals',\n'plant uptake',\n'wastewater irrigation',\n'biochemical changes'\n]"", ""'soil contamination',\n'heavy metal contamination',\n'plant uptake',\n'wastewater irrigation',\n'biochemical changes'\n]"", ""'soil contamination',\n'heavy metals',\n'plant uptake',\n'wastewater irrigation',\n'biochemical changes'\n]"", ""'soil contamination',\n'heavy metals',\n'plant contamination',\n'wastewater irrigation',\n'biochemical changes'\n]"", ""'soil contamination',\n'heavy metal contamination',\n'plant uptake',\n'wastewater irrigation',\n'biochemical changes'\n]""]"	"[""'lake',\n'pond',\n'fishery',\n'trout',\n'landscape'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'landscape',\n'freshwater'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'landscape',\n'freshwater'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'landscape',\n'freshwater'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'landscape'\n]""]"	5.0	5.6
849	bertopic	50	19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	281957	22098	surfactant effect on the water - stable aggregation of wettable soil from the continental USA	water content | soil quality | mineralogy | calcium | soil structure | water quality | sand | clay | soil water | rain | electrolytes | irrigation water	gemma-large	gemma-large	"[""'soil',\n'aggregation',\n'surfactant'\n]"", ""'soil',\n'aggregation',\n'surfactant'\n]"", ""'soil',\n'aggregation',\n'surfactant'\n]"", ""'soil',\n'aggregation',\n'surfactant'\n]"", ""'soil',\n'aggregation',\n'surfactant'\n]""]"	"[""'lake',\n'pond',\n'fishery',\n'trout',\n'aquaculture'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'aquaculture'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'aquaculture'\n]"", ""'lake',\n'fishery',\n'trout',\n'aquaculture'\n]"", ""'lake',\n'pond',\n'fishery',\n'trout',\n'aquaculture'\n]""]"	3.0	4.8
850	bertopic	50	20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	82698	3561	soil moisture tension provide evidence of improve storage of water in the soil profile of deep - till treatment .	nutrient availability | disc harrows | crop yield | plant density | Gossypium hirsutum | Mississippi | nitrogen | clay soils | yield increases | soil water | deep tillage | subsoiling | soil water content	gemma-large	gemma-large	"[""'water storage',\n'soil moisture'\n]"", ""'water storage',\n'soil moisture'\n]"", ""'water storage',\n'soil moisture'\n]"", ""'water storage',\n'soil moisture'\n]"", ""'water storage',\n'soil moisture'\n]""]"	"[""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',""]"	2.0	8.0
851	bertopic	50	20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	324025	45718	retain the residue in the field with zero tillage avoid the above - mention negative evolution for both aggregate distribution as stability ( average MWD and mm , respectively ) and even improve the physical condition of the soil as compare to conventional practice .	Mexico | Triticum aestivum | Zea mays | agricultural soils | conservation tillage | crop residue management | crop residues | highlands | soil conservation | soil water content | sustainable agriculture | tropics | zero tillage	gemma-large	gemma-large	"[""'tillage practices',\n'soil health/physical condition',\n'soil structure (aggregate distribution & stability)'\n]"", ""'tillage practices',\n'soil health/physical condition',\n'aggregate stability/distribution'\n]"", ""'tillage practices',\n'soil health/physical condition',\n'aggregate stability/distribution'\n]"", ""'tillage practices',\n'soil physical properties',\n'soil health'\n]"", ""'tillage practices',\n'soil physical properties',\n'soil health'\n]""]"	"[""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]""]"	3.0	6.0
852	bertopic	50	20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	356883	38143	soil suitability analysis for grow winter crop within agricultural area reveal that   (   ha ) of AL be highly suitable ( ) for sunflower ,   of AL (   ha ) for chilli ,   (   ha ) of AL for potato and only   (   ha ) of AL be consider to be highly suitable for mustard crop cultivation .	crop diversification | continuous cropping | fallow | islands | Helianthus annuus | irrigation | double cropping | organic carbon | soil quality | soil sampling | agroecology | texture | India | winter | soil texture | electrical conductivity | land use | soil suitability | potatoes	gemma-large	gemma-large	"[""'crop suitability',\n'agricultural land use',\n'specific crop types (sunflower, chilli, potato, mustard)'\n]\n<end_of_turn>"", ""'agricultural suitability',\n'crop cultivation',\n'land area',\n'winter crop',\n'specific crops (sunflower, chilli,"", ""'agricultural suitability',\n'crop cultivation',\n'land use',\n'specific crops (sunflower, chilli, potato, mustard)'"", ""'agricultural suitability',\n'crop cultivation',\n'land use'\n]"", ""'crop suitability',\n'agricultural land use',\n'specific crops (sunflower, chilli, potato, mustard)'\n]""]"	"[""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',""]"	5.8	8.0
853	bertopic	50	20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	357359	23179	reduce tillage and irrigation in chickpea record high net return i.e.    and    and benefit : cost ratio i.e. and , from whole system .	weight | field experimentation | soil health | conventional tillage | Sorghum bicolor | agronomy | irrigation | total organic carbon | population | tillage | India | wet season | winter | harvest index | irrigation management | chickpeas | weeds | cropping systems | electrical conductivity | forage | plant height | semiarid zones | fodder sorghum | Cicer arietinum	gemma-large	gemma-large	"[""'agriculture',\n'chickpea',\n'farming practices',\n'economic benefit',\n'resource management'\n]"", ""'chickpea',\n'tillage',\n'irrigation',\n'net return',\n'benefit : cost ratio',\n'"", ""'agriculture',\n'chickpea',\n'tillage',\n'irrigation',\n'net return',\n'benefit : cost"", ""'chickpea',\n'tillage',\n'irrigation',\n'net return',\n'benefit : cost ratio',\n'"", ""'agriculture',\n'chickpea',\n'irrigation',\n'tillage',\n'net return',\n'benefit : cost""]"	"[""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'contamination',\n'pollution',\n'zinc',""]"	5.8	8.0
854	bertopic	50	20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	151447	7873	the volume of individual aggregate for four depth in the plow layer be measure by kerosene method at air - dry water content , at two intermediate water content between saturation and air - dry , and at saturation .	equations | soil density | Russian Federation | soil aggregates | soil water content | particle size distribution | silty soils | fallow | mathematical models | Russia | soil pore system | irrigation | soil compaction	gemma-large	gemma-large	"[""'soil measurement',\n'water content',\n'aggregate volume'\n]"", ""'soil properties',\n'measurement methods'\n]"", ""'soil measurement',\n'water content',\n'aggregate volume'\n]"", ""'soil measurement',\n'water content',\n'aggregate volume'\n]"", ""'soil measurement',\n'water content'\n]""]"	"[""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]"", ""'cadmium',\n'concentration',\n'wastewater',\n'copper',\n'sewage',\n'metalloid'\n]""]"	2.6	6.0
855	bertopic	50	21	tillage tiller conventional tillering plow soil crop chisel maize harrow	282870	892	a - year field study be perform to determine the seasonal growth and nutrient accumulation of a forage grass receive cm / week of domestic primary - treat waste water .	heading | municipal wastewater | spring | nitrogen | nutrient uptake | potassium | phosphorus | irrigation | winter | New Hampshire | Dactylis glomerata | plant growth	gemma-large	gemma-large	"[""'waste water',\n'nutrient accumulation',\n'seasonal growth',\n'forage grass'\n]"", ""'water treatment',\n'forage grass',\n'nutrient accumulation',\n'seasonal growth',\n'field study'\n]\n<end_of_turn>"", ""'wastewater treatment',\n'forage grass',\n'nutrient accumulation',\n'seasonal growth',\n'field study'\n]"", ""'water management',\n'nutrient cycling',\n'forage grass growth',\n'seasonal variation',\n'wastewater treatment'\n]"", ""'waste water',\n'nutrient accumulation',\n'seasonal growth',\n'forage grass'\n]""]"	"[""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',""]"	4.6	7.0
856	bertopic	50	21	tillage tiller conventional tillering plow soil crop chisel maize harrow	217062	20679	however , even under intensive management , the goal of turf sustainability be become more of a reality than hype or hope , as turfgrass scientist and manager have work to identify turfgrass management system that be more efficient , thus require less input .	turf grasses | scientists | fertilizers | crop production | water quality | managers | Paspalum vaginatum | pests | soil | surfactants | urban areas | irrigation | environmental impact | pesticides	gemma-large	gemma-large	"[""'turf sustainability',\n'turfgrass management',\n'resource efficiency'\n]"", ""'turf sustainability',\n'turfgrass management',\n'resource efficiency',\n'management systems'\n]"", ""'turf sustainability', \n'turfgrass management', \n'efficient resource use', \n'management systems'\n]"", ""'turf sustainability',\n'turfgrass management',\n'efficiency',\n'resource reduction'\n]"", ""'turf sustainability',\n'turfgrass management',\n'efficiency',\n'input reduction'\n]""]"	"[""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',""]"	3.8	7.0
857	bertopic	50	21	tillage tiller conventional tillering plow soil crop chisel maize harrow	373766	12447	for orchardgrass and meadow bromegrass , DM production be similar at the and - cm stubble height ( Mg ha⁻¹ ) , but significantly great than production at the - cm stubble height ( Mg ha⁻¹ ) .	regrowth | plant density | nutritive value | Nebraska | irrigated farming | perennials | height | stubble | cutting | crude protein	gemma-large	gemma-large	"[""'forage production',\n'stubble height',\n'grass species'\n]"", ""'forage production',\n'stubble height',\n'grass species'\n]"", ""'forage production',\n'stubble height',\n'grass species'\n]"", ""'forage production',\n'stubble height',\n'grass species'\n]"", ""'forage production',\n'stubble height',\n'grass species'\n]""]"	"[""'tillage',\n'conventional',\n'plow',\n'chisel',\n'harrow'\n]"", ""'tillage',\n'conventional',\n'plow',\n'chisel',\n'harrow'\n]\n\n**Reasoning"", ""'tillage',\n'conventional',\n'plow',\n'chisel',\n'harrow'\n]\n\n**Reasoning"", ""'tillage',\n'conventional',\n'plow',\n'chisel',\n'harrow'\n]"", ""'tillage',\n'conventional',\n'plow',\n'chisel',\n'harrow'\n]\n\n**Reasoning""]"	3.0	5.0
858	bertopic	50	21	tillage tiller conventional tillering plow soil crop chisel maize harrow	441753	24443	Use of habitat by resident and migrant bird in and around a golf course on the atlantic coast of Morocco	woodlands | grazing | lakes | analysis of variance | habitats | Morocco | surveys | coasts | irrigation | birds	gemma-large	gemma-large	"[""'birds',\n'habitat',\n'golf course',\n'migration',\n'atlantic coast',\n'Morocco',\n'ecology"", ""'birds',\n'habitat',\n'golf course',\n'migration',\n'atlantic coast',\n'Morocco',\n'resident"", ""'birds',\n'habitat',\n'golf course',\n'migration',\n'atlantic coast',\n'Morocco',\n'ecology"", ""'birds',\n'habitat',\n'golf course',\n'migration',\n'atlantic coast',\n'Morocco',\n'ecology"", ""'bird',\n'habitat',\n'golf course',\n'migration',\n'atlantic coast',\n'Morocco',\n'resident""]"	"[""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'soil',\n'"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'soil',\n'"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'soil',\n'"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'soil',\n'"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'soil',\n'""]"	7.0	7.0
859	bertopic	50	21	tillage tiller conventional tillering plow soil crop chisel maize harrow	343044	8975	soil water content decline under H D for both grass but to a great extent for fescue than for ryegrass .	Festuca arundinacea | photosynthesis | growth | drought | heat stress | irrigation | efficiency | leaves | canopy | water stress | roots | mortality | electrolytes | species differences | Lolium perenne | plant physiology | soil water content	gemma-large	gemma-large	"[""'water content',\n'decline',\n'grass',\n'fescue',\n'ryegrass'\n]"", ""'water content',\n'decline',\n'grass',\n'fescue',\n'ryegrass',\n'H D'"", ""'water content',\n'decline',\n'grass',\n'fescue',\n'ryegrass',\n'H D'"", ""'water content',\n'decline',\n'grass',\n'fescue',\n'ryegrass'\n]"", ""'water content',\n'decline',\n'grass',\n'fescue',\n'ryegrass',\n'H D'""]"	"[""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',"", ""'tillage',\n'tiller',\n'conventional',\n'tillering',\n'plow',\n'chisel',""]"	5.6	7.0
860	bertopic	50	22	turfgrass bermudagrass ryegrass bentgrass perennial wheatgrass switchgrass cultivar pasture bromegrass	227889	18605	we hypothesise that improper soil management in irrigate area damage the structure of sensitive soil in some region in North - eastern Brazil .	crops | soil penetration resistance | beans | vegetation | perennials | irrigated farming | bananas | guavas | irrigation | soil density | soil quality | tillage | soil sampling | soil structure | agroecosystems | irrigated soils | Brazil | pastures | semiarid zones | soil degradation	gemma-large	gemma-large	"[""'soil management',\n'soil structure',\n'irrigation',\n'regional geography (North-eastern Brazil)'\n]"", ""'soil management',\n'soil structure',\n'irrigation',\n'environmental damage',\n'regional geography (North-eastern Brazil)'"", ""'soil management',\n'soil structure',\n'irrigation',\n'environmental damage',\n'regional geography (North-eastern Brazil)'"", ""'soil management',\n'soil structure',\n'irrigation',\n'environmental damage',\n'regional geography (North-eastern Brazil)'"", ""'soil management',\n'soil structure',\n'irrigation',\n'environmental damage',\n'regional geography (North-eastern Brazil)'""]"	"[""'turfgrass', \n'bermudagrass', \n'ryegrass', \n'bentgrass', \n'"", ""'turfgrass',\n'bermudagrass',\n'ryegrass',\n'bentgrass',\n'perennial',"", ""'turfgrass',\n'bermudagrass',\n'ryegrass',\n'bentgrass',\n'perennial',"", ""'turfgrass',\n'bermudagrass',\n'ryegrass',\n'bentgrass',\n'perennial',"", ""'turfgrass', \n'bermudagrass', \n'ryegrass', \n'bentgrass', \n'""]"	4.8	5.6
