model	number of topics	topic id	topic words	text id	paper id	text	labels
lda	50	36	base datum index difference evapotranspiration spatial green vegetation network regression	11050	43290	here we assess six satellite - base LAI estimation approach use Landsat and image against ground measurement from four vineyard in California and evaluate ET sensitivity to LAI in the thermal - base two - source energy balance ( TSEB ) model .	vineyards | evaporation | models | energy balance | transpiration | soil | landsat | leaf area index | California | evapotranspiration | cover crops | irrigation management
lda	50	36	base datum index difference evapotranspiration spatial green vegetation network regression	241466	42312	then , the algorithm be apply to map historical paddy rice planting in this study area .	irrigation systems | China | vegetation index | time series analysis | algorithms | remote sensing | decision-support systems | cropland | landsat | double cropping | vegetation
lda	50	36	base datum index difference evapotranspiration spatial green vegetation network regression	209848	44933	overall , stack multiple machine learning model improve model prediction and can be recommend to improve the digital soil moisture mapping .	stacking | energy | radar | surface temperature | models | yield forecasting | drought | soil moisture | algorithms | prediction | semiarid zones | landsat | soil water | machine learning | irrigation management
lda	50	36	base datum index difference evapotranspiration spatial green vegetation network regression	234515	15572	storage and natural wetland form two distinct group base on morphology .	wetlands | rivers | Queensland | surface water | fauna | watersheds | biodiversity | irrigation | industry
lda	50	36	base datum index difference evapotranspiration spatial green vegetation network regression	291829	24501	whereas the WRM rely on historical time series datum of rainfall / runoff and a set of climate change scenario , the ABM build upon recent household and village - size survey in combination with population census and GIS datum .	integration | crops | feeds | strategies | rain | systems | runoff | production | sowing | activities | countries | simulation | cultivation | land | surveys | irrigation | climate | population | farming | aquaculture | methods | agriculture | research | smallholders | rules | water | adaptation | drought | size | time | groundwater | farms | data | resources | farmers | rainfall
lda	50	37	great parameter reduction distribution cost relate discharge waste initial catchment	422592	5434	measure water distribution uniformity and border effect meet design criterion , and reliability of the control system improve during the period .	precision agriculture | Glycine max | crop yield | fertilizers | conservation tillage | fertilizer application | tillage | irrigated farming | soybeans | soil fertility | Zea mays | nitrogen fertilizers | South Carolina | crop rotation | irrigation management
lda	50	37	great parameter reduction distribution cost relate discharge waste initial catchment	183915	47881	an innovative calibration procedure be propose to retrieve three key parameter : αpt and the parameter ( arss and brss ) of a soil resistance formulation .	algorithms | biomass | data collection | energy balance | evaporation | evapotranspiration | field experimentation | microirrigation | models | phenology | radiometers | rhizosphere | soil moisture | soil water | spatial data | surface temperature | transpiration | winter wheat
lda	50	37	great parameter reduction distribution cost relate discharge waste initial catchment	5707	12797	scenario analysis indicate that air boundary layer thickness be a key parameter for readily volatilized pesticide such as procymidone .	soil temperature | pesticide application | simulation models | soil profiles | leaching | soil transport processes | soil water movement | pollution | microirrigation | greenhouse soils | procymidone | imidacloprid | spraying
lda	50	37	great parameter reduction distribution cost relate discharge waste initial catchment	378356	17265	it argue that water quality management be multifacete and while progress along one aspect could be significant , other aspect could be lack due to multiple reason , the high cost involve in pollution reduction at the source be not the least .	monitoring | irrigation canals | quality of life | governance | aquifers | branches | groundwater | lakes | water quality | Nile River | pollutants | infrastructure | human resources | Egypt
lda	50	37	great parameter reduction distribution cost relate discharge waste initial catchment	213363	35488	it be a stand - alone web - base software that connect agricultural and water - relate system , include all water flow relate to farming system .	case studies | crops | computer software | models | water resources | sowing date | Germany | internet | stakeholders | sustainable agricultural intensification | water | farm management | crop rotation | rain | irrigation | farmers | agriculture
lda	50	38	management farmer practice technology corn soybean conservation adoption bean knowledge	245362	32445	TE be low with the farmer who only have education to a primary standard .	cropping systems | farm size | wheat | tillage | fertilizer application | regression analysis | herbicides | sowing date | villages | extension | surveys | education | India | irrigation | farmers | harvesting | technology adoption
lda	50	38	management farmer practice technology corn soybean conservation adoption bean knowledge	343816	2723	communication role of professional and local leader to masagana farmer in IRRI [ International Rice Research Institute Philippines ] rice technology diffusion	rice | international organizations | leadership | diffusion of information | Philippines | extension | farm management | farmers
lda	50	38	management farmer practice technology corn soybean conservation adoption bean knowledge	248358	41316	thus , farmer be often face with the dilemma of which agricultural technique(s ) and/or combination(s ) thereof to implement in which cropping season , and for which crop to maximize profit .	continuous cropping | soil | cowpeas | agricultural productivity | United Republic of Tanzania | cost benefit analysis | surveys | irrigation | evapotranspiration | water conservation | profitability | Lablab | intercropping | Tanzania | water management | horse gram | smallholder farmers | markets | watersheds
lda	50	38	management farmer practice technology corn soybean conservation adoption bean knowledge	340964	25061	we compare the effect of different rule of water distribution and communication on three type of group participant : farmer , water administrator and student .	irrigation canals | China | students | field experiments | stakeholders | field experimentation | watersheds | water management | irrigation | farmers
lda	50	38	management farmer practice technology corn soybean conservation adoption bean knowledge	432706	45744	maize grain be an important source of human and animal feed , and its quality can be affect by management practice and climatic condition .	Iran (Islamic Republic of) | agriculture | amino acids | amylopectin | case studies | cultivars | fatty acids | feeds | humans | irrigation rates | nitrogen | oils | proteins | rain | starch | water supply
lda	50	39	growth deficit stage harvest early late vegetative flowering pre post	185752	19426	growth dimension of Karnataka Economy in Post - Liberalization Period	factor analysis | rainfed farming | drought | irrigated farming | markets | farm management | India | research
lda	50	39	growth deficit stage harvest early late vegetative flowering pre post	172667	14660	the imposition of a regulate deficit irrigation ( DI ) after harvest be a profitable strategy for produce loquat due to its effect on promote early flowering and harvest for the next season .	deficit irrigation | irrigation rates | profitability | prices | trees | flowering | color | loquats | colour | rain | harvesting | early development
lda	50	39	growth deficit stage harvest early late vegetative flowering pre post	240006	29027	the tooth be divide into three subgroup accord to the fibre - post luting cement : Maxcem Elite , RelyX Unicem and BisCem .	antibiotics | humans | equipment | biotechnology | agitating | analysis of variance | calcium hydroxide | cement | irrigation
lda	50	39	growth deficit stage harvest early late vegetative flowering pre post	392842	4634	growth and nitrogen accumulation of four azolla genotype at different stage of rice canopy development and their efficiency as organic fertilizer	sporulation | rice | genotypes | growth | nitrogen content | organic fertilizers | Philippines | canopy | Azolla | wet season | light requirements
lda	50	39	growth deficit stage harvest early late vegetative flowering pre post	11206	33132	as a consequence , the adoption of new strategy such as regulate deficit irrigation ( RDI ) to reduce water and energy consumption will be essential .	crops | carbonates | carbon sequestration | irrigation water | deficit irrigation | carbon dioxide | organic matter | organic carbon | soil structure | soil organic matter | greenhouse gas emissions | soil water | water content | energy | irrigation rates | beta glucosidase | inorganic carbon | orchards | enzyme activity | sustainable agriculture | nitrous oxide
lda	50	40	density capacity reach forage rain feed retention erosion behavior proportion	285471	26639	the follow conclusion be reach in this study :	water balance | rhizosphere | crop yield | irrigation rates | China | aquifers | irrigated farming | groundwater | irrigation | cropland | semiarid zones | soil water | evapotranspiration | double cropping | intensive farming
lda	50	40	density capacity reach forage rain feed retention erosion behavior proportion	253233	17876	after four week the inoculated box have a burrow density at the soil surface of , with an average diameter of mm .	soil density | earthworms | surface water | surface area | rain | runoff
lda	50	40	density capacity reach forage rain feed retention erosion behavior proportion	377372	17107	black and Pinto Durango variety be grow in irrigated and temporal ( rain fed ) condition in two location of Guanajuato , Mexico .	Phaseolus vulgaris | digestibility | nutritive value | cooking | viscosity | physicochemical properties | rain | enthalpy
lda	50	40	density capacity reach forage rain feed retention erosion behavior proportion	56851	35610	the apply biostimulant ( and ) present low capacity to attenuate the WD effect in common bean under the cultivation condition adopt .	Brazil | tensiometers | crops | drought stress | Ascophyllum nodosum | biometry | leaves | biomass production | beans | leaf area | irrigation | irrigation management
lda	50	40	density capacity reach forage rain feed retention erosion behavior proportion	387898	31671	interestingly , at deep depth ( cm ) , partial residue retention increase POM‐C by   compare with full stover retention , suggest great structural root input and slow decomposition .	nitrogen content | particulate organic matter | nitrogen | nitrogen fertilizers | soil | irrigation | Gram-negative bacteria | carbon sinks
lda	50	41	year specie grass hydrological head slope legume grassland native perennial	387724	42257	microbiological indicator be influence in different way between specie by the presence of herbicide in the rhizosphere .	sciences | zoology | botany | atrazine | sulfentrazone
lda	50	41	year specie grass hydrological head slope legume grassland native perennial	236876	28268	biomass allocation in five semi - arid afforestation specie be drive mainly by ontogeny rather than resource availability	juveniles | ontogeny | forest plantations | Moringa oleifera | trees | cropland | roots | afforestation | planting | dry season | fertilizer application | biomass production | primary productivity | irrigation | land degradation | Leucaena leucocephala | Anacardium occidentale | shoots | wet season | Jatropha curcas | belowground biomass | nutrients | Parkia biglobosa | Benin
lda	50	41	year specie grass hydrological head slope legume grassland native perennial	280171	5618	a - year study of moisture deficit irrigation ( MDI ) to wheat continue with the same irrigation schedule(s ) for two year and the third year irrigation schedule(s ) be modify on the basis of the precede year 's result .	Triticum aestivum | crop yield | Gossypium hirsutum | arid zones | efficiency | irrigation scheduling | water use | genetic variation | varieties
lda	50	41	year specie grass hydrological head slope legume grassland native perennial	431072	27043	the non - eucalyptus specie show difference in germination between trial and soil exposure .	Eucalyptus | air | invasive species | field experimentation | water potential | indigenous species | climatic factors | mortality | irrigation | humidity | environmental conditions | seed germination | predation | air moisture | forest ecosystems | seedlings | water | Brazil | sowing | introduced species | alien species
lda	50	41	year specie grass hydrological head slope legume grassland native perennial	410748	21645	Jersey Titan consistently rank number for resistance with the low AUDPC value all year .	Puccinia | Jersey | field experimentation | disease outbreaks | cultivars | sanitation | irrigation management
lda	50	42	field emission carbon greenhouse flood global paddy degree co₂ province	64247	1340	the duration of PI be negatively correlate with an index of field stress which be relate to climate and irrigation practice .	Nicotiana | Queensland | leaves | flowering | planting date
lda	50	42	field emission carbon greenhouse flood global paddy degree co₂ province	449774	29900	however , little be know about the response of GHG emission and grain yield to DCD application in a rice system under wet irrigation .	rice | cropping systems | water conservation | food security | China | nitrous oxide | water resources | greenhouse gases | methane | nitrification inhibitors | field experimentation | nitrogen fertilizers | nutrient use efficiency | greenhouse gas emissions | technology | global warming
lda	50	42	field emission carbon greenhouse flood global paddy degree co₂ province	322055	33224	enhance Carbon Sequestration Potential , Productivity and Sustainability of Mustard under Conservation Agriculture in Semi - arid Regions of India	infiltration rate | cropping systems | soil quality | governance | Brassica juncea | plant establishment | furrow irrigation | raised beds | soil organic carbon | field experimentation | semiarid zones | India | experimental design | soil physical properties | conventional tillage | carbon sequestration
lda	50	42	field emission carbon greenhouse flood global paddy degree co₂ province	196825	45283	the field experiment be carry out at farmer 's field in the Cilandak village , Anjatan District , Indramayu Regency from May to October .	yields | genotypes | drought resistance | water supply | flowering | Oryza sativa | irrigation
lda	50	42	field emission carbon greenhouse flood global paddy degree co₂ province	369573	3072	field experiment compare whitetop ( Scolochloa festucacea ) marsh that be : ( ) nonfloode , ( ) flood during spring with cm water and ( ) nonfloode but irrigate with cm water pro day .	wetland soils | crop yield | salinity | marshes | flooding | irrigation | biomass | freshwater
lda	50	43	rice maize cropping cultivation rainfed lowland upland fallow cereal aerobic	397906	19230	gas sample be take weekly in a long - term field experiment with an irrigated winter wheat – summer maize double cropping system , and four fertilizer N application rate ( , , and ) .	air | China | agricultural soils | ecosystems | concentrating | summer | topsoil | soil profiles | greenhouse gases | soil air | carbon dioxide | irrigation | climate | double cropping | urea | weather | nitrogen fertilizers | crop rotation | water | seasonal variation | methane | nitrous oxide
lda	50	43	rice maize cropping cultivation rainfed lowland upland fallow cereal aerobic	161201	13303	in this review , we follow a similar approach but focus at the basin scale to define and characterize major production system and associated subsystem specifically : small grain cereal - base mixed crop - livestock and maize - sorghum - perennial system and their associate subsystem .	economic aspects | cropping systems | water productivity | wheat | sedimentation | sorghum | environmental degradation | cereals | farming systems | livestock | pastoralism | erosion | maize | Sorghum (Poaceae) | barley | double cropping | river basins
lda	50	43	rice maize cropping cultivation rainfed lowland upland fallow cereal aerobic	190084	37257	adaptation of New Rice High Yielding Varieties on New Constructed Irrigated Rice Field affect by Sea Water Intrusion in West Tanjung Jabung District , Jambi	rice | urea | fertilizers | fertilizer application | leaves | productivity | color | colour | irrigation | saltwater intrusion
lda	50	43	rice maize cropping cultivation rainfed lowland upland fallow cereal aerobic	166938	3679	hence , it be more sustainable than the conventional rice - fish farming system .	rice | production | fish | farming systems | irrigation
lda	50	43	rice maize cropping cultivation rainfed lowland upland fallow cereal aerobic	158234	43086	whereas , soil application of biofertilizer consortium record high plant height and yield attribute character of blackgram in comparison to seed treatment with biofertilizer consortium apply in wheat as main crop .	wheat | nutrition | carbohydrate content | experimental design | foliar application | black gram | summer | rice | soil treatment | agronomy | irrigation | biofertilizers | residual effects | India | harvest index | research | seed treatment | Vigna mungo | tillering | farms | plant height
lda	50	44	plant uptake substrate tissue pepper symptom host strawberry micronutrient translocation	118935	29896	however , take into account that the majority of exist building be old and can bare minimal additional loading , it be obvious that green roof substrate depth must be minimal .	buildings | turf grasses | deficit irrigation | cities | drought | private sector | shrubs | essential oil crops | Mediterranean region | urban areas | semiarid zones
lda	50	44	plant uptake substrate tissue pepper symptom host strawberry micronutrient translocation	108068	48870	the explanation for the increase biomass production of the plant , yield , and water use efficiency be that two emitter per plant ( increase emitter density ) reduce drought stress to the root , cause increase root morphology and leaf area index and finally promote the plant ’s photosynthetic activity .	agronomy | behavior | biomass | cherry tomatoes | deficit irrigation | density | diameter | evapotranspiration | fruit quality | fruits | geometry | greenhouse production | harvest index | irrigation rates | leaf area index | length | mass | microirrigation | pH | photosynthesis | roots | temperature | transpiration | water | water stress | weight | yield components
lda	50	44	plant uptake substrate tissue pepper symptom host strawberry micronutrient translocation	123927	383	final plant height range from to cm great for ' Bragg ' than for ' Hampton . '	Glycine max | crop yield | soil water regimes | soybeans | plant height | beans | plants | soil water | irrigation | water stress | plant growth
lda	50	44	plant uptake substrate tissue pepper symptom host strawberry micronutrient translocation	440577	31654	core idea : we describe the use of a plant growth regulator and a soil surfactant for water conservation .	turf grasses | water conservation | drought | plant growth substances | color | surfactants | colour | agronomy | evapotranspiration | soil water | Cynodon dactylon | irrigation water | plant growth
lda	50	44	plant uptake substrate tissue pepper symptom host strawberry micronutrient translocation	62842	46556	this study investigate wastewater management use Vetiveria zizanioide plant in vertical flow construct wetland ( VFCW ) .	Chrysopogon zizanioides | Vetiveria zizanioides | alkalinity | ammonia | chemical oxygen demand | granite | irrigation | macrophytes | municipal wastewater | nitrates | nitrites | pH | phosphates | planting | sulfates | tanks | wastewater treatment | wetlands
lda	50	45	day input tomato limit percent recovery vine culture open output	81378	26460	Larvae of N. bruchi take a comparatively short period ( day ) than N. eichhorniae ( day ) to complete their development .	herbivory | population growth | larvae | biology | Ethiopia | Eichhornia crassipes | sugarcane | irrigation water | hatching | crop production | Neochetina eichhorniae | vigour | vigor | vegetables | weather | water supply | eggs | adults | biological control agents | aquatic weeds | biological control | population dynamics
lda	50	45	day input tomato limit percent recovery vine culture open output	100708	18727	there be few report on the effect of atmospheric carbon dioxide concentration ( [ ] ) on fertilizer N recovery by crop under open - air condition .	Australia | Triticum aestivum | urea | nitrogen content | spring wheat | nitrogen | nitrogen fertilizers | soil | carbon dioxide | rain | irrigation | sowing
lda	50	45	day input tomato limit percent recovery vine culture open output	279972	46195	the use of biosaline water do not affect emergence and establishment of seedling until day after sow , the period recommend for transplantation .	Citrullus lanatus | duration | germination | irrigation | salinity | wastewater | watermelons
lda	50	45	day input tomato limit percent recovery vine culture open output	104848	28193	accord to the result , the phenol ( TPH ) and tannin ( TT ) concentration be significantly high in Drama ( and g per kg DM ) and taxiarchis population ( and g per kg DM ) , compare to Kilkis ( and g per kg DM ) , while in condense tannin ( CT ) concentration there be no significant difference .	vegetable legumes | drought | quality | forage | autumn | legumes | tannins
lda	50	45	day input tomato limit percent recovery vine culture open output	299042	26564	in the first experiment , the efficiency of the model to predict the Na   concentration in the recycled solution not only in a closed but also in an open and a semi - closed system be comparably test .	Solanum lycopersicum | monitoring | rhizosphere | crops | models | drainage | salinity | sodium | soilless culture | tomatoes | simulation | nutrient use efficiency | recycling | cultivars | irrigation water | hydroponics
lda	50	46	total nitrogen process chemical fertilization nitrate leach phosphorus sodium point	33224	8691	• in mass spectrometric analysis of the ¹⁵N/¹⁴N ratio , it be find that NO₂‐derived N ( NO₂‐N ) comprise      of total plant N , indicate that the contribution of NO₂‐N to total N be very minor .	air | total nitrogen | nitrogen | nutrient uptake | sulfur | Nicotiana plumbaginifolia | nitrogen dioxide | carbon | irrigation | plant growth | mass spectrometry | calcium | metabolism | phosphorus | potassium | biomass | water | magnesium | leaf area | solar radiation
lda	50	46	total nitrogen process chemical fertilization nitrate leach phosphorus sodium point	158922	27088	concentration and content of nitrogen , phosphorus , potassium , calcium , magnesium , and sulfur ( N , P , K , Ca , Mg , and S ) be determine for three irrigate cultivar grow use the early soybean production system ( ESPS ) on two soil ( a sandy loam and a clay ) in the Mississippi Delta during and .	Glycine max | cultivars | data collection | nitrogen content | calcium | developmental stages | chemical weed control | soybeans | sulfur | nutritional requirements | nitrogen | nutrient uptake | pests | magnesium | phosphorus | carbon dioxide | irrigation | potassium
lda	50	46	total nitrogen process chemical fertilization nitrate leach phosphorus sodium point	96089	409	Crop Production Function Determinations as influence by Irrigation and Nitrogen Fertilization use a Continuous Variable Design	equations | crop yield | fertilizer application | nitrogen | nitrogen fertilizers | uncertainty | Utah | production functions | soil water | irrigation
lda	50	46	total nitrogen process chemical fertilization nitrate leach phosphorus sodium point	259508	29115	the presence of lagoon dissolve matter be significantly correlate with a   increase in half - life for PPCPs ( caffeine , estrone , gemfibrozil , ibuprofen , naproxen , triclocarban ) .	caffeine | swine | wastewater treatment | water resources | particulates | nitrogen | nutrients | phosphorus | soil | trimethoprim | irrigation | potassium | sulfamethoxazole | hormones
lda	50	46	total nitrogen process chemical fertilization nitrate leach phosphorus sodium point	130812	86	irrigated Wheat on a calcareous Soil as affect by Application of Nitrogen , Phosphorus , Potassium , and Zinc : II . analysis of the Young Plant in Relation to yield	wheat | plant analysis | hybrids | zinc | tillering | calcareous soils | nutrition | agronomy | irrigation
lda	50	47	yield grain wheat sorghum correlate unit percentage straw barley gap	71130	13034	consequently , the grain yield be significantly reduce by both drought stress and shallow tillage .	growth | tillage | soil water deficit | root systems | yield components | ecotypes | cultivation | Oryza sativa | varieties
lda	50	47	yield grain wheat sorghum correlate unit percentage straw barley gap	346443	13766	factorial ANOVA with covariance indicate that effective management of the elevated soil ece in WW irrigate plot would increase grain yield and wheat straw biomass by kg ha⁻¹ ( ) and kg ha⁻¹ ( ) respectively as compare with CW irrigate plot .	wheat | nitrogen content | cadmium | soil salinity | wastewater irrigation | nitrogen | lead | irrigation water | water reuse | irrigated farming | wheat straw | soil fertility | Pakistan | Triticum aestivum | soil quality | fertilizers | analysis of variance | irrigated soils | biomass | crop yield | electrical conductivity | forage | wastewater
lda	50	47	yield grain wheat sorghum correlate unit percentage straw barley gap	93930	18737	significant improvement in seed yield of sunflower be observe with each incremental dose of sulphur up to kg S / ha with   yield superiority over control .	diameter | dosage | phosphates | spring | correlation | lipid content | head | nutrition | field experimentation | nutrient uptake | seed weight | Helianthus annuus | agronomy | irrigation | sulfur | gypsum
lda	50	47	yield grain wheat sorghum correlate unit percentage straw barley gap	60796	26806	during the last yr , grain yield increase   with p alone and   with N alone ; however , N and P apply together increase grain yield up to   compare to the unfertilized control .	profitability | agronomy | nitrogen | nutrient uptake | nitrogen fertilizers | phosphorus | Zea mays | agricultural land | irrigation
lda	50	47	yield grain wheat sorghum correlate unit percentage straw barley gap	413526	26957	on an average and give and   high seed yield and and   high oil yield , respectively than the good check , .	pedigrees | breeding | fuels | safflower | oleic acid | safflower oil | oxidative stability | India | cultivars | irrigation | sowing | Carthamus tinctorius | industry
lda	50	48	tree seedling orchard olive frequency old rootstock apple mature citrus	112905	35883	cloud far degraded observation frequency .	potatoes | monitoring | surface temperature | water management | Japan | alfalfa | models | rangelands | wheat | planning | irrigation | algorithms | beans | peas | Medicago sativa | evapotranspiration | satellites | irrigation water
lda	50	48	tree seedling orchard olive frequency old rootstock apple mature citrus	168827	26609	' Souri ' be a traditional local israeli cultivar , ' picual ' originate in Spain and ' Barnea ' be a modern israeli cultivar .	drought tolerance | stem elongation | stomatal conductance | drought stress | leaf water potential | drought | photosynthesis | olives | leaf conductance | trees | orchards | shrinkage | field capacity | cultivars | rain | irrigation | Spain | water stress
lda	50	48	tree seedling orchard olive frequency old rootstock apple mature citrus	114283	38183	here , we evaluate ALS datum against near coincident TLS datum in avocado , macadamia and mango orchard to demonstrate and assess their accuracy and potential application for mapping crown area , fractional cover , maximum crown height , and crown volume .	growers | horticulture | yield forecasting | crops | Macadamia | branches | avocados | agronomists | LIDAR | mangoes | pruning | orchards | remote sensing | trees | leaf area | irrigation | industry
lda	50	48	tree seedling orchard olive frequency old rootstock apple mature citrus	60761	2490	possible alleviation of salt stress young grapevine by antitranspirant .	grapevines | growth | weight | salinity | Vitis vinifera | antitranspirants | minerals | Egypt
lda	50	48	tree seedling orchard olive frequency old rootstock apple mature citrus	224873	8317	effect of irrigation strategy apply on olive tree ( Olea europaea L. ) on oil pigment content and colour	chlorophylls | deficit irrigation | olives | trees | color | Olea europaea | colour | irrigation water | irrigation management
lda	50	49	model supply demand simulation scenario policy decision function optimal regional	442037	5300	also , the new bimodal soil water retention and hydraulic conductivity function perform well than the unimodal van Genuchten - Mualem function in term of describe the observe flow regime at the field site .	tile drainage | agricultural soils | textural soil types | hydraulic conductivity | soil water retention | New Mexico | simulation | infiltration | flood irrigation | mathematical models
lda	50	49	model supply demand simulation scenario policy decision function optimal regional	78763	38255	a novel CVaR - base conflict resolution model for optimal allocation of treat wastewater under bankruptcy condition	models | cooling | risk | conflict management | sustainable development | resource allocation | stakeholders | uncertainty | bankruptcy | wastewater | Iran (Islamic Republic of) | irrigation
lda	50	49	model supply demand simulation scenario policy decision function optimal regional	351825	12752	modification to SCS - CN method for long - term hydrologic simulation	simulation models | soil water retention | India | rain | mathematical models | watershed management | runoff
lda	50	49	model supply demand simulation scenario policy decision function optimal regional	55423	12897	the utility function of the propose model be develop on the basis of the reliability of the water supply to downstream demand , water storage , and the quality of the withdraw water .	reservoirs | simulation models | standard operating procedures | salinity | stochastic processes | conflict management | water quality | decision making | Iran (Islamic Republic of)
lda	50	49	model supply demand simulation scenario policy decision function optimal regional	319407	41193	consider the deficiency of previous morbidity analysis method , the objective of this study be to construct a linear morbidity model by use a generalized linear model ( GLM ) as a template and introduce exposure dose , pathogen toxicity and human immunity as impact variable .	humans | Norovirus | immunity | Rotavirus | environmental assessment | morbidity | water reuse | lakes | linear models | toxicity | irrigation | pathogens
prodlda	50	0	management resource allocation optimal decision plan practice conservation demand supply	47516	20480	the model be also use to forecast the quantitative and qualitative evolution of resource over time , thus test the effect of different management hypothesis .	aquifers | water quality | fish culture | carbonates | mathematical models | fish farms | saltwater intrusion | water policy | salinity | Italy | irrigation | seawater | water budget | water supply | permeability | saline water | wells | groundwater | freshwater
prodlda	50	0	management resource allocation optimal decision plan practice conservation demand supply	21697	46511	in southern Europe , climate change be expect to aggravate water scarcity condition and challenge current water management practice .	climate | climate change | groundwater | hydraulic engineering | infrastructure | irrigation | models | rivers | water availability | water management | watersheds
prodlda	50	0	management resource allocation optimal decision plan practice conservation demand supply	405660	21640	model simulate the effect of water stress on crop growth can be valuable tool for improve water management .	cropping systems | drought stress | models | maize | cultural methods | Morocco | water management | water resources
prodlda	50	0	management resource allocation optimal decision plan practice conservation demand supply	454091	32607	the former , come from the discipline of water resource management , have mainly focus on water resource consumption .	humans | water footprint | case studies | wheat | crops | China | fertilizer application | fertilizers | wastewater treatment | lakes | crop production | basins | watersheds | irrigation | tobacco | environmental impact | eutrophication
prodlda	50	0	management resource allocation optimal decision plan practice conservation demand supply	271332	9141	tool be need to assess k availability and to direct K management for such calcareous sand .	nutrient availability | rhizosphere | soil analysis | fertilizer application | extraction | soil fertility | leaves | potassium fertilizers | nutrient uptake | sand | potassium | mineral content
prodlda	50	1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	412099	35949	chinese rose be grow on coastal saline soil under drip irrigation and embed subsurface pipe .	rhizosphere | Rosa chinensis | saline soils | China | electrical conductivity | salinity | soil profiles | soil pH | field experimentation | microirrigation | subsurface drainage | alkalinization | agronomy | irrigation water | soil water content
prodlda	50	1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	4077	11948	although HL be examine mainly in the context of terrestrial plant ecology , this biological subterranean sprinkler process may also prove to be a sustainable alternative to conventional engineer irrigation technique currently use for agronomical purpose .	rhizosphere | soil microorganisms | drought | soil fauna | crop production | root systems | transpiration | nutrients | phytoremediation | land restoration | roots | soil water | irrigation | plant ecology
prodlda	50	1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	242893	28096	this study investigate the physiological and plant quality response of a Kentucky bluegrass blend ( Poa pratensis L. ) and two perennial plant specie [ Euonymus alatus ( Thunb . ) siebold ' Compactus ' and Paeonia lactiflora Pall . ] to the use of three weather‐base irrigation controller schedule / depth and one standard , manually program irrigation controller schedule / depth .	turf grasses | water conservation | ornamental plants | Poa pratensis | perennials | research | Euonymus alatus | irrigation management
prodlda	50	1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	297696	40111	then , to demonstrate its applicability and feasibility , the indfccp approach be apply in the Yingke Irrigation District ( YID ) , northwest China for allocate irrigation water to three crop in three subarea under uncertainty .	crop yield | China | water allocation | conflict management | uncertainty | decision making | evapotranspiration | irrigation water
prodlda	50	1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	437470	18089	in same group , effect of - d , metham sodium and dazomet on plant yield ; however , their relative ease of application via drip irrigation promote the consumption .	rootstocks | cost benefit analysis | crop production | sodium | methyl bromide | soilless culture | dazomet | microirrigation | soil
prodlda	50	2	mean value range coefficient method correlation variation error time square	381077	2624	five water treatment cover a range of cumulative apply water and solute redistribution time equal to to mm and to d , respectively .	soil physics | economic distribution | multivariate analysis | chlorides | sprinkler irrigation | potassium | distribution
prodlda	50	2	mean value range coefficient method correlation variation error time square	374249	30462	measure and simulated evaporation amount show a close agreement : the linear regression be characterize by slope and r ² of and , while RMSE and NSE index be and .	rice | models | Italy | soil water balance | soil water | evaporative demand | cutting | pipes | regression analysis | temperate zones | soil water content
prodlda	50	2	mean value range coefficient method correlation variation error time square	242454	37990	on the contrary , for the other four algorithm , their average oa value range from   to .	classification | wheat | data collection | accuracy | learning | paper | remote sensing | decision-support systems | Helianthus annuus | area | watersheds | irrigation | planting
prodlda	50	2	mean value range coefficient method correlation variation error time square	121815	24775	the oil be obtain by hydrodistillation extraction method use Clevenger apparatus .	antioxidants | linalool | fertilizer application | phosphorus fertilizers | chemical analysis | branches | inflorescences | fruits | Coriandrum sativum | irrigation | field experimentation | seed oils | phosphorus | essential oils | cultivars | coriander | seeds | water stress
prodlda	50	2	mean value range coefficient method correlation variation error time square	353859	30713	RWC range from to   and Ψs range from to mpa .	water content | water potential | absorption | models | leaves | canopy | prediction | Vitis vinifera | cultivars | spectrophotometers
prodlda	50	3	drought tolerance stress tolerant salt genotype heat reproductive moderate trait	311818	2264	yield ranking , both irrigate and drought stress , be : TAM ≥ TAM    TAM    Scout ≥ Sturdy .	Triticum aestivum | drought tolerance | breeding | winter wheat | cultivars | screening
prodlda	50	3	drought tolerance stress tolerant salt genotype heat reproductive moderate trait	375195	17206	quantitative trait loci associate with salinity tolerance in field grow bread wheat	drinking water | seawater | wheat | loci | salinity | correlation | hexaploidy | salt stress | salt tolerance | flowering | agronomic traits | parents | quantitative trait loci
prodlda	50	3	drought tolerance stress tolerant salt genotype heat reproductive moderate trait	324537	44713	this review highlight that the interaction of salt - tolerate microbe with plant improve crop productivity under salinity stress along with potential salt tolerance mechanism involve and will open new avenue for capitalize on cultivable diverse microbial community to strengthen plant salt tolerance and , thus , to refine agricultural practice and production under saline condition .	rhizosphere | soil quality | soil salinization | food security | saline soils | soil salinity | crop production | salt tolerance | salt stress | oils | sustainable agriculture | microbiomes | gypsum | Plant growth-promoting rhizobacteria
