model	number of topics	topic id	topic words	text id	paper id	text	labels
prodlda	100	88	hollywood different hitler god prometheus great religion new people swinburne	11294	-	re new biblical contradiction fallaciously answered judas produce an error last week about chorion abhor publish trash abhor it of myself even more than do from other but since do not present myself as an authority on the subject do not feel dishonest though do openly admit ignorance and incompetence in this example thus feel honor bind to do well set of research specifically on the word first it should be note that greek grammar be not as tough as first assume it be not nontrivial by any mean and still be not competent with it but it be not as opaque as have think it turn out that while the index for the bauer arndt gingrich greek lexicon render each verse in order each word within verse be put in greek alphabetical order thus while the the meaning of the verse be decipherable the syntax be far from clear on the other hand greek english intralinear bible make thing lot more comprehendable and yes the word for field in acts be indeed chorion now have check several greek english lexicon greek english lexicon of the new testament louw and nida robinson greek and english lexicon of the new testament greek english lexicon of the new testament grimm word study concordance tynsdale greek english lexicon of the new testament and other early christian writings bauer arndt gingrich the new analytical greek lexicon perschbacher in each case the meaning of the word chorion be give variously as space place region district field area country place land farm estate bit of tillage and similar meaning nowhere do any of these book mention anything about grave as some of these book go into great detail would be very surprised to find that these book be all inadequate and mr archer be the only competent scholar in greek think it more likely that mr archer investigation into contradiction to be once again as your friend say it lack in substance and thus archer be again show worthless as an expert witness by the way mr decenso would have honorably present my result on this matter even if have find they by the way among these lexicong robinson be the definition of agro the word use in matthew to describe the field buy the word agro be define as field in the country chorion be specifically note as synonym to agro this be significant as it be evidence of how silly bullinger exegisis be which state that the word for field in matthew ie agro be different from the word for field in acts ie chorion and thus we must be talk about two different field of course you already admit how stupid bullinger exegisis be but this be small serendipity which drive the point home so as of now unless mr decenso show compelling reason to believe otherwiseg reputable scholar with reputable reference consider this particular issue close see mr decenso now you can go on to answer question about the denial of peter the day of the crucifixion tyre and the fact that the author of matthew quote from the wrong prophet in discuss the potter field later dave butler precise knowledge be the only true knowledge and he who do not teach exactly do not teach at all henry ward beecher american clergyman as record by george seldes	['talk.religion.misc']
prodlda	100	89	advance thank character hello convert font simple draw string anybody	1026	-	where do all the texture rule go hi have notice that if you only save model with all your mapping plane position carefully to file that when you reload it after restart they be give default position and orientation but if you save know why this information be not store in the file nothing be explicitly say in the manual about save texture rule in the prj file would like to be able to read the texture rule information do anyone have the format for the prj file be the cel file format available from somewhere rych rycharde hawkes email virtual environment laboratory dept of psychology tel univ of edinburgh fax	['comp.graphics']
prodlda	100	89	advance thank character hello convert font simple draw string anybody	666	-	color problem be scan in color image and it look fine on the screen when convert it into pcxmp gif file so as to get it into ms windows the color get much light for example the yellow become white any idea thank dan	['comp.graphics']
prodlda	100	89	advance thank character hello convert font simple draw string anybody	747	-	mpeg for window mono need newsreader tin version hello and thank you for read this request have mpeg viewer for window and it do not run because be run it on monochrome monitor need the mono driver for mpeg play please post the location of the file or well yet mail at	['comp.graphics']
prodlda	100	89	advance thank character hello convert font simple draw string anybody	1151	-	how do make ghostscript work what file do need to download for ghostscript have never use ghostscript before so do not have any file for it what do have be which download from cica unfortunately it do not seem to work on it be own but need some more file that do not have want to run ghostscript both in windows and in ms dos on pc understand there be version for both environment what be all the file need to download and where can get they any info would be appeciate	['comp.os.ms-windows.misc']
prodlda	100	89	advance thank character hello convert font simple draw string anybody	2853	-	retshellstringststrings they be not function they be character array the standard string be either define as string constant or character pointer intotshellstrings andtstrings determine bytstringdefines your library be compile with this define and your application with it undefine so simply recompile one or the other it be probably worth addxtstringdefines to your cflags	['comp.windows.x']
prodlda	100	90	book article object appreciate post context newsgroup response reply help	918	-	re comp graphics programmer that be close but dislike app software vs hardware would be well would that engulf alt graphics pixutils or would that be programmer do not know if traffic be really heavy enough to warrant newsgroup split look how busy comp graphics research be not it be true that lot of the traffic here be rehash faqs and discuss thing that would probably be well divert to system specific group but do not know whether split would help or hurt that cause maybe we need comp graphic rtfb for all those people who can not be bother to read the fine book out there right dr rogers ab	['comp.graphics']
prodlda	100	90	book article object appreciate post context newsgroup response reply help	3080	-	book on other than can anyone recomend good book or article on inter client communication besides have look everywhere can and it seem everyone tell you how to do it but nobody show you how reilly have no example iccm have no example asente swick give no example in fact most of the book have look at if they discuss icc at all simply give condense version of the iccm and then refer you to the iccm do find one example of how to use atoms and properties in young book and five hour after buy young book have my application talk to each other be not sure however if that the good way would like to stay independent of unix so pipe and or socket probably be not the way to go but within one can also use message the clipboard and perhaps window group need text that discuss the various method discuss which method be good for which purpose and give example without example it be all just word thank in advance ross	['comp.windows.x']
prodlda	100	90	book article object appreciate post context newsgroup response reply help	7599	-	need help on scaring please hi need information on scare particularly as result of graze the skin really want to know of would scar occur as result of graze if yes then would it disappear how long do graze take to heal will hair grow on it once it have heal what be scar tissue should antiseptic cream be apply to it regularly be it well to keep it expose and let fresh air at it please help any info no matter how small will be appreciate greatly but please mail me directly because do not read this newsgroup often this be my first time shaz	['sci.med']
prodlda	100	90	book article object appreciate post context newsgroup response reply help	768	-	studio work change hi guy like all people in this group be fan of fractal and render sw my favourite be fractint pov now listen my idea have just start now to be able to use quite well so be simulate full animation of grand prix unfortanatly just some very interested about all kind of prj and so on concern about car or part of its motor wheelxf be good enough do anyone have object to give to complete my hard animation anyway any exchange about object material project will be very apreciate be there ftp site where can find its look for pov file too interested about cpu time comparision rendering image on pov thank to all	['comp.graphics']
prodlda	100	90	book article object appreciate post context newsgroup response reply help	541	-	newsgroup split concern the propose newsgroup split personally be not in favor of do this learn an awful lot about all aspect of graphic by read this group from code to hardware to algorithm just think make different group out of this be wate and will only result in few post week per group kind of like the convenience of have one big forum for discuss all aspect of graphic anyone else feel this way just curious daemon	['comp.graphics']
prodlda	100	91	clipper chip phone key market cheap company algorithm care cost	6664	-	re text of white house announcement and on clipper chip encryption it seem pretty obvious that it will be make illegal if very loud noise be not make about this immediately to congress and the house do not know what be bad the waste of money or the fact that in spite of all clinton rhetoric to the contrary this be feeble attempt by large group of bored intelligence bureaucrat to justify their currently useless job clinton say he be go to trim the fat from the government this do not look very dietetic to as say before in this group drug dealing and terrorism both tend to be international crime which be not go to cease if the us start to regulate encryption the drug dealer and terrorist will simply go to other country to communicate their plan and will still carry they out here and or wherever else this be not the solution to the problem they try to invent new problem by say we need encryption guess it be good thing bill gates be not star general or we would all need our own copy of ms dos too right und vee haff vaysff findink out iff you be usink doctor dos our health care and education system be in the toilet and they come up with this pearl if this goddamne government do not get clue real quick and start try to repair the infrastructure of the country rather than invent someone to blame germany and japan be go to eat the us alive and we will deserve it it be not like there be any shortage of real problem clipper chip be really go to help the homeless clipper chip be really go to help educate the child in the ghetto of our city just think of the generation gap that can be develop when they rehire dod engineer dad to work on clipper chip that will be use to decrypt slightly rebellious adolescent hacker son naughty gif file can see the shitcom already if that be not forge post or sick joke be pop that dead kennedys tape into the car stereo and tear ass to canada clinton on white horse be near it be the suede denim secret police they have come for your uncool niece do not worry it be only phone shit know should have get some of those consent to monitor sticker they keep on autovon phone when have the chance should have know would need they in civilian life	['sci.crypt']
prodlda	100	91	clipper chip phone key market cheap company algorithm care cost	6886	-	once tap your code be no good any more it occur to that if they get wiretap order on you and the escrow house release your code to the cop your code be now no long secure it be in the hand of cop and while be sure most of the time they be good their security will not be as good as the escrow house what this effectively mean be that if they perform wiretap on you at the end of the wiretap they should be obligate to inform you that tap be perform and replace for free the clipper chip in your cellular phone so that it be once again code know only to the escrow house do the police normally reveal every tap they do even if no charge be lay in many way it would be positive step if they have to judge set time limit on warrant assume at the end of the time limit they should have to renew or replace your chip that be if we go with this scheme which be not sure agree with	['sci.crypt']
prodlda	100	91	clipper chip phone key market cheap company algorithm care cost	6887	-	re once tap your code be no good any more one more time if they release the algorithm it would be possible for someone lack an escrowe key be keep secret for security of the key escrow system in this case security mean an escrowe key for every clipper chip assume you believe all that be say about the effective of the algorithm and the escrow system which would you buy chip from firm with the escrowe key second source chip from reputable firm with no key in government escrow there would obviously be powerful economic incentive for second source non escrowe vendor	['sci.crypt']
prodlda	100	91	clipper chip phone key market cheap company algorithm care cost	6408	-	re once tap your code be no good any more once it hit land you can record it if you have telco access the telco be not suppose to give that without warrant that be the rule today but even so the evidence would not be admissible think unless the judge so order think that even interception of the crypttext without warrant would be illegal cop can not record today plain cellular call and then ask judge hey can we have permission to listen to those tape can they how long do you think it will be before it become legal for the police to record encrypt conversation it be not violate your privacy because we can not read the encryption without warrant with the usual good faith exception if they accidentally record non encrypted conversation besides it be cover by the drug exception to the fourth amendment	['sci.crypt']
prodlda	100	91	clipper chip phone key market cheap company algorithm care cost	6476	-	alternate legal wiretap summary nothing spooky it be an executive order be cryptologic tech in the us navy ctrsn nothing big all spook in the navy be require to know the gist of ussid the navy way of name particular presidential executive order it outline what spook can and can not do with respect to the privacy of us national the follow information be of course unclassified the whole issue hang about what you mean by wiretap if the signal can be detect by non intrusive mean like radio listening then it may be record and it may be analyze analyze mean that it may be either decipher and or radio location may be use to locate the transmitter the catch be this any and all record of the signal and its derivative may only be keep for maximum of day after which they be destroy unless permission be obtain from the us attorney general to keep they do not you ever wonder how coast guard cutter find those drug runner in all those ten of thousand of square mile of sea even in the dark rick miller ricxjo muelisto send postcard get one back enposxtigu bildkarton kaj vi ricevos alion rick miller woods muskego wis usa	['sci.crypt']
prodlda	100	92	sport adams room michael pat future friend date fly air	7949	-	re any info on vasomotorhinitis there have be some recent research on vasomotorhinitis that show that ipratroprium bromide atrovent inhale nasally be an effective treatment for many sufferer it have be approve for this use and be available with nasal adaptor in canada in the us the fda have yet to approve this use of the drug but it be available as an oral inhaler for copd and these can be adapt for intranasal use	['sci.med']
prodlda	100	92	sport adams room michael pat future friend date fly air	4936	-	re for johs dhhalden no bozo post gifs to rec moto he and his postmaster be also go to get copy of the post in their mailbox hey it be great picture you can not fault his taste only his technique chill out and educate instead of get your pantie in bunch ditto to you dave be use the picture as the bacground on my sun and have not send single message to the guy look like you get to keep the pantie	['rec.motorcycles']
prodlda	100	92	sport adams room michael pat future friend date fly air	6313	-	re stan fischler keenan stuff there be an article in one of the toronto paper about this few month ago probably the globe and mail any ethical journalist even sport journalist should not accept free meal from team in any case which be the one of the point the article be make admittdly most sport reporting be mostly with any ethical standard gerald	['rec.sport.hockey']
prodlda	100	92	sport adams room michael pat future friend date fly air	4553	-	re basic about maintenance if the tire have leak you should fix it do not work too well if the engine be hot its more accurate to check the oil when the engine be cool not when you be at gas station craig	['rec.autos']
prodlda	100	92	sport adams room michael pat future friend date fly air	4850	-	re new to motorcycles it depend on the bike once you have find bike you be interested in call some insurance company for rate some bike be much cheap to insure than you might think my only cost year in st louis be for first bike recommend or less and bike short enough to get both foot on the ground when you stop the one piece of advice everyone will give you be to take motorcycle safety foundation rider course see dealer for detail in some state completion of such course can give you break on insurance it will also teach you good luck ride motorcycle be the most fun you can have naked or otherwise alan	['rec.motorcycles']
prodlda	100	93	quick typically christine curcio prohibitive digitizedlength distortedreference medina drawings mounts	11121	-	god promise of peace psa the lord be good to all and his tender mercy be over all his work jer and will dash they one against another even the fa ther and the son together saith the lord will not pity nor spare nor have mercy but destroy they	['talk.religion.misc']
prodlda	100	93	quick typically christine curcio prohibitive digitizedlength distortedreference medina drawings mounts	5802	-	re david polie future he be not go yet the position opening be down to polie and the sabre gm gerry meehan think would like to see meehan go	['rec.sport.hockey']
prodlda	100	93	quick typically christine curcio prohibitive digitizedlength distortedreference medina drawings mounts	5465	-	re jewish baseball players that be right remember hank greenberg	['rec.sport.baseball']
prodlda	100	93	quick typically christine curcio prohibitive digitizedlength distortedreference medina drawings mounts	10827	-	re why not concentrate on child molester that suppose say lot about how screw up you be	['talk.politics.misc']
prodlda	100	93	quick typically christine curcio prohibitive digitizedlength distortedreference medina drawings mounts	10483	-	re new study out on gay percentage ah end discrimination be now fascism	['talk.politics.misc']
prodlda	100	94	today dog road ago shoot close ride black child participate	9217	-	re revelations babylon last until with its transfered capital in constantinople the main reason for it fall be not so much the sack of constantinople by the man of the crusade who be not christians they have be excommunicate down to the last man after attack the christian city of zara in croatia but rather the disastorous defeat in the battle of mazinkert after the turks breach the frontier it be only matter of time before the empire fall the inability of the empire to hold onto the rim of anatolia with the ottomans and rum seljuks in the middle should be quite obvious to any student of history the sack of constantinople only hasten the inevitable along for if the greeks have want to save their empire why would they not cooperate with the crusaders when they come to do battle with the saracens in the crusade because of their obstinacy over cooperate with people they consider heretic even though those heretic be fight for the cause of the empire and christendom in do battle with the turkish horde in anatolia edessa lebanon palastine and syria the some horde who be to later sack constantinople and overrun third of europe the balkans hungary the ukraine the caucasus etc andy byler	['soc.religion.christian']
prodlda	100	94	today dog road ago shoot close ride black child participate	10772	-	re nc vs hunt marine gay bashing in wilmington nc verdict do hear this question ask during radio news update of the case they be talk about the ongoing trial and have some audio clip immediately after the defense attorney ask the question there be an objection hear in the background the clip end at that point so do not know if the objection be uphold can not imagine nc be that bad this do not hear as an audio clip but hear it report number of time on news story both during and after the trial now the we do it on purpose thing be stretch think it be something more like he have it come if somebody else remeber well than on this second point feel free to clarify frank	['talk.politics.misc']
prodlda	100	94	today dog road ago shoot close ride black child participate	10106	-	re remember those name come election time obviously you really do not know they have speak out cf sec of state christopher recent trip to the me they have provide million in aid and they have participate in the airlift on arm sale see above kuwait have directly participate in the airlift of food to sarajevo hmm some might say kuwaitis be non whiteoop forgot kuwaitis be oil rich load with petro dollar etc so they do not count	['talk.politics.mideast']
prodlda	100	94	today dog road ago shoot close ride black child participate	4292	-	import volvo well be afraid the time have come my rice burner have finally die would always promise my wife that we would do scandanavian tour when my car die and pick up volvo in sweden drive it around and then import it home can anyone give advice on feasibility and relative cost reference where might learn more personal experience please email thank	['rec.autos']
prodlda	100	94	today dog road ago shoot close ride black child participate	11261	-	re message for you mr president how do you know what happen you know everybody scoff at that guy they hang up on cross too he claim also to be the son of god and it take almost two thousand year to forget what he preach love thy neighbor as thyself anybody else wonder if those two guy set the fire be agent provacateur	['talk.religion.misc']
prodlda	100	95	jesus god jews coming come rise luke christ apostle promise	8856	-	re serbian genocide work of god vera shanti noyes write of course believe in predestination it be very biblical doctrine as romans show among other passage furthermore the church have always teach predestination from the very beginning but to say that believe in predestination do not mean do not believe in free will man freely choose the course of their life which be also affect by the grace of god however unlike the calvinists and jansenists hold that grace be resistable otherwise you end up with the idiocy of deny the universal saving will of god timothy for god must give enough grace to all to be save but only the elect who he foreknow be predestine and receive the grace of final perserverance which guarantee heaven this do not mean that those without that grace can not be save it just mean that god foreknow their obstinacy and choose not to give it to they know they would not need it as they have freely choose hell people who be save be save by the grace of god and not by their own effort for it be god who dispose they to himself and predestine they to become saint but those who perish in everlaste fire perish because they harden their heart and choose to perish thus they be deserve of god punishment as they have reject their creator and sin against the working of the holy spirit well would hold that as god most certainly give everybody some blessing for what good they have do even if it be only little for those he can not bless in the next life he bless in this one and those he will not punish in the next life will be chastise in this one or in purgatory for their sin every sin incur some temporal punishment thus god will punish it unless satisfaction be make for it cf samuel david sin of adultery and murder be forgive but he be still punish with the death of his child and need not point out the idea of punishment because of god judgement be quite prevelant in the bible sodom and gommorrah moses bar from the holy land the slaughter of the cannanites annias and saphira jerusalem in ad etc not good parallel but be go to go with it anyway why should we not stop the murder and violation of people who may or may not be more we should stop the slaughter of the innocent cf proverbs but do that mean that christians should support war in bosnia with the or even the involve do not think so but be an isolationist and disagree with foreign adventure in general but in the case of bosnia frankly see no excuse for we getting militarily involve it would not be just war blessed after all be the peacemaker be what our lord say not the interventionist our action in bosnia must be for peace and not for war which be unrelated to anything to justify it for we andy byler	['soc.religion.christian']
prodlda	100	95	jesus god jews coming come rise luke christ apostle promise	11271	-	re apr god promise in psalm for the leader of the korahites psalm lord you will favor your land restore jacob fortune you will forgive your people iniquity pardon all their sin selah you will withdraw all your anger turn away from your rage turn again god our helper revoke your displeasure with we will you be angry with we forever prolong your wrath for all generation surely you will revive we again so that your people may rejoice in you show we lord your faithfulness grant we your deliverance let hear what god the lord will speak he will promise well being to his people his faithful one may they not turn to folly his help be very near those who fear he to make his glory dwell in our land faithfulness and truth meet justice and well being kiss truth spring up from the earth justice look down produce justice go before he as he set out on his way	['talk.religion.misc']
prodlda	100	95	jesus god jews coming come rise luke christ apostle promise	8946	-	re help actually do not think there be any conflict if we really understand what these passage say first what be faith if you study the meaning of the greek and hebrew word so translate think you will come to the conclusion that the word mean lot more than mere belief faith mean both trust and action if you do not put your belief into action it simply can not qualify as faith think this be what james mean when he say that faith without work be dead and will show you my faith by my work remember james be write to the twelve tribe which be scatter abroad this probably mean he be write to those who would hear the gospel much later and would not understand the meaning of the original greek indeed suspect james be write to we today among other he intend to reach paul on the other hand write mostly to the people of the roman empire who generally understand the meaning of the greek another key to why there be no conflict be to look at paul statement in their context think you will find that when paul contrast faith and work it be in the context of compare the gospel with the law mean the law of moses this be the great burden of paul life as the apostle to the gentile he would go convert bunch of people then the judizer would come along and try to convince they that they also have to obey the law of moses cf act chapter in this context paul condemn the idea of be save by the work of the law say that we be save by the blood of jesus and our faith in he believe that well translation for today would be that we be save by faithfulness think faithfulness today have meaning close to what the original writer intend think you misunderstand romans what paul be really say be that god prefer faithful gentile who do not keep kosher to kosher jew who fail to stay faithful in the more important matter of follow the lord and have charity toward his fellow in the sense of faith describe above you can not have real faith and be lukewarm if you know god but be lukewarm unfaithful you be bad off than the person who never hear of he remember jesus in the parable of the pearl of great price mat and again in the one on the treasure hide in the field mat indicate that the price of the kingdom of god be all we have agree with you in general include the fact that pistis have some of the force of faithful however if you take that too far you can end up with something that paul definitely would not have intend be faithful mean follow god in all thing to say that we be save by be faithful be very close to say that we be save by commit no sin assume that be not what you mean have almost give up on find specific verbal formula that completely capture this however think paul be describe what would call basic orientation include aspect such as trust and commitment jesus speak of it as rebirth which imply basic change we may still do thing that be sinful and may fail to show the new life in christ in many situation where we should but in any christian there have well be the basic change in orientation that jesus call be bear again clh	['soc.religion.christian']
prodlda	100	95	jesus god jews coming come rise luke christ apostle promise	9336	-	re portland earthquake good point it be very true that these false prediction be dangerous we be warn more than once in scripture about false prophtet however as be often the case with other issue one can not let those who falsly report such vision as reason against believe in any of they do not get the impression you be assert this by the way consider my response not so much response to your posting but response to the topic as whole example the appearances of mary at fatima portugal in among other thing she predict the conversion of russia to atheism something that happen less than year later the bolshevik revolution she also predict the second world war that is predicte predict that it would occur during the papacy of certain pope who be not the current one it happen just like she say she warn there would be fire in the sky as warning that the second world war be about to start about week before germany invade weatherman and woman suppose all over europe from england to spain to eastern europe report the most spectacular reddish color in the sky ever record to this day some try to explain it off as the northern light and the relation to mary prediction simply coincidence you all can decide for yourself mary predict that the atheistic russia would spread her evil all over the world and persecute religion she say many other thing as well too numerous to list here every single one have be realize one can only use the term coincidence so many time in the same explanation before its use become ridiculous so yes there be many false prophet and many false report there be true one too we must always remain open to that fatima be one example there be another one currently occur the apparition that have be take place at medjurgorje yugoslavia or whatever its call now mary have be appear every day for eleven year now it be time the world start listen more info available to any who want it peace in christ our lord mike walker	['soc.religion.christian']
prodlda	100	95	jesus god jews coming come rise luke christ apostle promise	9034	-	re question about virgin mary again find myself want to respond to posting and have neither the time nor the proper material with you would think would learn my lesson by now but be try to finish write my thesis and do not have ton of time anyway the basis for our the catholic church belief in the assumption of mary body and soul into heaven be that to put it simply the apostle and all the early generation christians believe it in fact throughout their ministry the apostle keep in close contact with mary and of the be present when she die only thomas be miss when he arrive several day later he ask to be show her body and move with pity peter and several of the other apostle bring he to her tomb when they arrive the seal be still unbroken they break the seal enter and the body be miss there be no sign that anyone have enter forcibly or otherwise and everything else be lay out exactly as it have be leave the apostle present all believe that mary be assume into heaven and the apostle taught this in their preaching of course this do not appear in any of the text currently consider part of the bible but it do appear in other writing leave behind by several of they basicaly as an apostolic church ie found by the apostle we believe that the teaching of the apostle whether write down in the bible or write down in other source be true provide that the authenticity of those other source can be confirm at least in the case of the assumption of mary the authenticity be quite clear hope this help would welcome anyone who have more information to add to what have say mike walker univ of illinois	['soc.religion.christian']
prodlda	100	96	mohammad medina useless pardon demented grifter athiest propagandistic spang mussolinihomeiniadaffi	4130	-	lois chevrolet be whatche the history of the indy the other day and early in the film around the name lois chevrolet come out of the blue want to know if he be the chevrolet founder or mearly driver who be name be call the same as the other guy koni	['rec.autos']
prodlda	100	96	mohammad medina useless pardon demented grifter athiest propagandistic spang mussolinihomeiniadaffi	6933	-	re pgp pem and rfc be cryptography patents will provide any proof you wish in private name it dickhead putz cain	['sci.crypt']
prodlda	100	96	mohammad medina useless pardon demented grifter athiest propagandistic spang mussolinihomeiniadaffi	9804	-	re batf fbi murder almost everyone in waco today very likely possible remind of the movie the rapture	['talk.politics.guns']
prodlda	100	96	mohammad medina useless pardon demented grifter athiest propagandistic spang mussolinihomeiniadaffi	9941	-	re nazi eugenic theories circulated by cpr unconventional peace it be irritate when someone mi label we as fundamentalist be not it this sort of thing may help we understand why some muslim rather resent be put under this label tim	['talk.politics.mideast']
prodlda	100	96	mohammad medina useless pardon demented grifter athiest propagandistic spang mussolinihomeiniadaffi	8840	-	re when be two people marry in god eye think it be lewis who say that in wedding it be the principal that marry each other the church and the state be present merely as witness	['soc.religion.christian']
prodlda	100	97	gun control crime weapon carry criminal right amendment law police	9560	-	re proper gun control what be proper gun control well if police think they be so special that only they be worthy of self defense perhaps we start put the arm on police maybe we should start demand that police be only police when on duty that after that they be just like the ordinary disarm helpless chump they consider civilian let us prohibit arm carry by police when off duty or if they make the assertion that well need to maintain my gun let us make it regulation that they can carry an unloaded firearm home that it be only fair that they be just as helpless as poor schmuck come home nra director ex san jose cop leroyyle state in the late swat magazine that anti cop well watch out for this schism betweenkba folk and the police he ask the rhetorical question of what if what be leave of the gun lobby start demand the disarmament of the police well guess anti gun cop who think only they should be arm along with the wealthy and politically connect should be make	['talk.politics.guns']
prodlda	100	97	gun control crime weapon carry criminal right amendment law police	6451	-	re clipper consider harmful if clipper come to cellular phone along with legal proscription against use other cipher system on these phone new and potentially dangerous class of crime be create aside from possession of terrorist tool unapproved encryption device or program criminal who very badly want inscrutable tactical communication specifically the terrorist and drug dealer who proponent of key escrow cite as threat will be highly motivated to steal the cipher phone of legitimate user and to kill this person or hold they hostage so discovery of compromise of the device will be delay once suitable collection of device be steal criminal can communicate with impunity assume the cipher system carry no trapdoor apart from key escrow until and unless the compromise be discover by some other mean because life be cheap criminal be currently willing to kill people to steal very large and conspicuous property luxury car it be reasonable to assume that they will be willing to kill people to steal small and inconspicuous property cipher cellular phone just as we have see in the past with blue box technology and in the present with modified cellular phone we can expect to see among high stake criminal lucrative market for steal cipher phone which can be use for few day the high stake criminal will pay the life be cheap type substantial amount for steal instrument because person be typically discover as missing or dead in few day steal instrument will be usable for only few day there will be continue demand for fresh phone fresh body and since clinton be also go full bore to deny unconnected citizen the mean to defend themselves we will protect you be good enough for you by pervert or trash the second amendment the target individual will be guarantee easy prey what be few body compare to the great good of the fed be able to defeat citizen security with impunity you do not think there do not exist mean by which the nsa can do their usual eavesdropping scan for keyword with or without court order or any key do you if so get some great florida real estate you might be interested in perhaps the idea of escrowe key be mean to divert the discussion to how they will be safeguard and away from the basic fact that the government be systematically take away our right to privacy to be secure for the means of self defense and just about every other right spell out in the bill of rights nawwww they be the government trust we in other word clipper and similar system have the potential to turn current inconvenience to law enforcement into direct vicious and persistent threat to the general public what be more important to the government law enforcement people control or the safety of the general public the gun control issue should answer that one look at how good that work in make city safe the place that be the bad in that regard be also the place with the good gun control government be not about public good it be about control never forget that our found father sure be concern about it remainder delete	['sci.crypt']
prodlda	100	97	gun control crime weapon carry criminal right amendment law police	9788	-	re boston gun buy back an interesting idea consider at any locality where buy back program be be institute get list of gun they receive and compare serial number with list of steal gun and sue the people responsible for the program if those gun be destroy criminal charge can also be make receive steal property destruction of private property etc	['talk.politics.guns']
prodlda	100	97	gun control crime weapon carry criminal right amendment law police	9835	-	re bill blame america first clinton strikes again they do accord the the los angeles police department illegal manufacture be one the three primary source of machine gun and submachine gun use in crime sumggling and theft from the police and military be the other two washington police have state that if be remember the figure correctly of the gun they conficate be illegally build it take about hour and few tool to make one at least one of reasonable quality unless the drug dealer enjoye mess around on lathe say as hobby he be go to have to pay someone anyway material plus six hour of machinist time for something legal would run about the blackmarket price for gun be usually in the to range at least those few have see cite in newspaper article be washington have total ban on handgun and prohibit assembled rifle within city limit it be homicide rate be almost ten time the national average it be also illegal for resident to drive to the virginia or maryland suburb and buy gun dealer be require by federal law to check id and make sure the buyer be not from another state so the ban can not be easily side step sure but it you could not buy one you would write your own in fact people do write their own year ago more likely you would find friend who be particularly good programer and get he give you copy of his software be very bad example for your case how many people do you know with illegal copy of word processor if people want something and it be not available or affordable legally they will usually get it illegally quite the formula have be around for half million year or be you go to restrict sale of sulpher charcoal and saltpeter that be alot cruder than modern smokless powder but it work very well the only real problem be reduction in energy so magnum would only be as deadly as mm and it make alot more smoke of course smart black marketeer could just make the gun in mm and steal the ammunition from the police the police be often corruptable and thing be know reappear on the street perhaps you be not watch the news two year ago but the serbs also try to invade slovinia they be drive out after few week by partisan arm with home make anti tank weapon the afghan rebel frequently make their own rifle frank crary cu boulder	['talk.politics.guns']
prodlda	100	97	gun control crime weapon carry criminal right amendment law police	8334	-	re moonbase race nope you be confuse separate program atlas be the first generation us icbm titan be the second generation one titan ii which all the titan launcher be base on be the third generation heavy icbm there be essentially nothing in common between these three program yes three program despite the similarity of name titan and titan ii be completely different missile they do not even use the same fuel never mind the same launch facility sorry the titan silo can not handle the titan launcher with their large srb can not handle any sort of launcher without massive violation of normal range safety rule nobody care about such thing in the event of nuclear war but in peacetime they matter and be scrap year ago	['sci.space']
prodlda	100	98	thank advance tin newsreader hello convert cica compile terminal email	487	-	round vs elliptical dot screens when use photoshop be there anyway to get an elliptical dot for the halftone screen rather than round dot my printer would prefer an elliptical dot but be not sure how to set it up be send from mac iici to linotronic imagesetter and be use photoshop to make my separation any help would be greatly appreshe michael unscene	['comp.graphics']
prodlda	100	98	thank advance tin newsreader hello convert cica compile terminal email	703	-	physics lab lose number please need the starting address pointer for the beginning of the color informationgb onga mode that be hex gee duh thank soooo much hug and kiss in advance john at uci mail	['comp.graphics']
prodlda	100	98	thank advance tin newsreader hello convert cica compile terminal email	1474	-	file download as beginer just wonder how to transfer file from the sun system which be on the network to my pc at home not connect slow and it seem that get multiple file at the same time be impossible could anybody give some hint infomation thank you in advance liu	['comp.os.ms-windows.misc']
prodlda	100	98	thank advance tin newsreader hello convert cica compile terminal email	7616	-	faq type injuries general info monthly posting expire may gmt summary information about where to get more information version revision date	['sci.med']
prodlda	100	98	thank advance tin newsreader hello convert cica compile terminal email	2365	-	seek fax for network access be seek recommendation vendor for networkable fax it would mainly be use for outgoing fax from mac on our net the ability be preffere but localtalk would suffice can anyone provide any info thank in advance peter peter haase internet network manager los alamos national laboratory	['comp.sys.mac.hardware']
prodlda	100	99	affiliate compete innocence surele misundertanding tabloid pogue franken lousier otherway	5190	-	re tools tools tools never have any problem with mine be you sure the nut bolt you be try be really hex mm be just slightly large and wrench will not fit on gm mm nut my gmc pickup have several mm nut on it really annoying metric thread too seem that most of the body be metric most of the engine be sae	['rec.motorcycles']
